county,year,naics,emp,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
Multnomah,2005,113110,0,5,2,1,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,113310,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,114111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,114112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,115114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Multnomah,2005,115210,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,115310,0,5,2,0,1,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,212319,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,212321,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,212322,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,213112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,213115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,221112,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,221119,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Multnomah,2005,221122,0,41,10,5,2,7,6,8,2,1,0,0,0,0,0
Multnomah,2005,221210,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Multnomah,2005,221320,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,236115,461,140,109,19,10,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,236116,435,11,4,3,1,1,0,1,1,0,0,0,0,0,0
Multnomah,2005,236117,815,92,72,13,3,1,1,1,1,0,0,0,0,0,0
Multnomah,2005,236118,1726,367,281,45,29,8,3,1,0,0,0,0,0,0,0
Multnomah,2005,236210,74,8,4,1,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,236220,2594,118,54,21,12,15,9,7,0,0,0,0,0,0,0
Multnomah,2005,237110,526,26,10,7,4,2,1,2,0,0,0,0,0,0,0
Multnomah,2005,237120,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,237130,92,11,6,2,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,237210,138,42,32,6,4,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,237310,213,16,5,3,5,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,237990,484,17,6,4,1,1,5,0,0,0,0,0,0,0,0
Multnomah,2005,238110,1015,41,26,6,4,3,1,0,0,1,0,0,0,0,0
Multnomah,2005,238120,169,6,3,0,1,0,2,0,0,0,0,0,0,0,0
Multnomah,2005,238130,555,47,33,8,3,1,1,0,1,0,0,0,0,0,0
Multnomah,2005,238140,335,38,23,5,7,1,2,0,0,0,0,0,0,0,0
Multnomah,2005,238150,136,14,7,4,1,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,238160,620,48,16,16,6,8,2,0,0,0,0,0,0,0,0
Multnomah,2005,238170,223,29,17,4,5,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,238190,21,5,2,3,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,238210,3076,147,83,23,18,13,4,3,1,2,0,0,0,0,0
Multnomah,2005,238220,3775,198,113,33,20,16,8,6,1,1,0,0,0,0,0
Multnomah,2005,238290,422,23,12,3,2,2,3,1,0,0,0,0,0,0,0
Multnomah,2005,238310,170,29,20,4,2,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,238320,979,152,95,31,13,10,3,0,0,0,0,0,0,0,0
Multnomah,2005,238330,609,90,58,13,13,4,2,0,0,0,0,0,0,0,0
Multnomah,2005,238340,235,54,43,4,4,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,238350,507,102,77,13,8,1,3,0,0,0,0,0,0,0,0
Multnomah,2005,238390,225,22,9,4,7,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,238910,466,49,27,12,4,3,3,0,0,0,0,0,0,0,0
Multnomah,2005,238990,575,47,24,11,5,5,1,1,0,0,0,0,0,0,0
Multnomah,2005,311111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,311119,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,311211,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,311330,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0
Multnomah,2005,311340,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,311411,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,311412,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,311421,0,4,1,0,0,1,0,2,0,0,0,0,0,0,0
Multnomah,2005,311422,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,311511,529,4,0,0,0,0,0,4,0,0,0,0,0,0,0
Multnomah,2005,311514,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,311520,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,311611,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,311612,88,4,0,1,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,311712,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,311811,345,29,9,6,7,7,0,0,0,0,0,0,0,0,0
Multnomah,2005,311812,1217,21,5,2,2,8,1,2,0,1,0,0,0,0,0
Multnomah,2005,311813,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,311821,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0
Multnomah,2005,311822,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,311823,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,311920,0,5,1,1,0,2,0,0,1,0,0,0,0,0,0
Multnomah,2005,311930,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,311941,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,311942,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,311991,0,8,3,2,2,0,0,0,1,0,0,0,0,0,0
Multnomah,2005,311999,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,312111,241,3,0,0,1,0,1,1,0,0,0,0,0,0,0
Multnomah,2005,312112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,312120,307,6,2,1,0,1,0,2,0,0,0,0,0,0,0
Multnomah,2005,312130,43,9,6,2,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,312140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,313222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,313311,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,314121,30,6,3,3,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,314129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,314912,44,6,2,3,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,314999,61,6,3,0,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,315191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,315192,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,315212,82,8,5,1,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,315233,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,315234,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,315239,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0
Multnomah,2005,315299,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,315999,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,316211,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,316213,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,316214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,316991,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,316992,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321113,133,4,1,1,0,0,2,0,0,0,0,0,0,0,0
Multnomah,2005,321114,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321211,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321212,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321213,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321911,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,321912,101,5,2,0,1,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,321918,100,9,3,1,5,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,321920,67,4,1,1,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,321992,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,321999,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,322110,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,322211,0,4,0,0,1,0,1,1,1,0,0,0,0,0,0
Multnomah,2005,322212,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,322214,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,322221,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,322222,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,322225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,322231,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,322232,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,322233,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Multnomah,2005,322299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,323110,1573,66,24,17,11,5,4,5,0,0,0,0,0,0,0
Multnomah,2005,323111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,323112,76,3,0,0,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,323113,264,16,7,5,2,0,1,1,0,0,0,0,0,0,0
Multnomah,2005,323114,215,31,18,7,3,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,323115,0,6,2,2,1,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,323116,313,8,1,1,1,3,1,1,0,0,0,0,0,0,0
Multnomah,2005,323117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,323118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,323119,33,6,3,2,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,323121,235,16,3,2,7,4,0,0,0,0,0,0,0,0,0
Multnomah,2005,323122,85,8,1,3,2,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,324121,50,3,1,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,324122,294,5,0,0,2,0,2,1,0,0,0,0,0,0,0
Multnomah,2005,324191,33,3,1,1,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,325120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,325188,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325192,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325199,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,325211,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325212,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,325314,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325411,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325413,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,325414,125,3,0,0,0,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,325510,146,8,2,2,2,0,2,0,0,0,0,0,0,0,0
Multnomah,2005,325520,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325611,146,8,3,3,1,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,325612,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325620,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,325910,107,9,2,1,4,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,325991,52,3,0,1,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,325998,0,5,3,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,326122,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,326130,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,326150,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0
Multnomah,2005,326199,538,14,4,3,1,3,2,0,1,0,0,0,0,0,0
Multnomah,2005,326212,152,5,1,0,1,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,326291,90,3,1,0,0,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,326299,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,327112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,327113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,327121,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,327122,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,327211,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0
Multnomah,2005,327212,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,327213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,327215,124,17,9,3,3,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,327310,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,327320,0,8,0,0,3,3,1,1,0,0,0,0,0,0,0
Multnomah,2005,327331,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,327332,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,327390,95,6,2,2,1,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,327910,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,327991,56,5,1,3,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,327999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,331111,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0
Multnomah,2005,331210,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,331312,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,331316,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Multnomah,2005,331492,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,331511,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,331513,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
Multnomah,2005,331522,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0
Multnomah,2005,331524,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,331525,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,332111,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,332114,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,332116,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,332212,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Multnomah,2005,332213,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,332312,547,17,4,3,4,3,1,2,0,0,0,0,0,0,0
Multnomah,2005,332313,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,332321,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,332322,188,10,2,3,2,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,332323,242,21,15,5,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,332410,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,332420,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,332431,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,332439,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,332510,175,4,0,1,1,0,2,0,0,0,0,0,0,0,0
Multnomah,2005,332611,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,332612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,332618,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,332710,709,61,24,10,14,13,0,0,0,0,0,0,0,0,0
Multnomah,2005,332721,191,8,1,4,0,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,332722,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,332811,86,5,1,1,2,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,332812,307,11,2,2,2,3,2,0,0,0,0,0,0,0,0
Multnomah,2005,332813,289,12,2,1,2,5,2,0,0,0,0,0,0,0,0
Multnomah,2005,332919,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,332995,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,332996,249,4,0,0,1,2,0,1,0,0,0,0,0,0,0
Multnomah,2005,332997,51,5,2,0,3,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,332999,75,12,6,3,2,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333111,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333120,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,333131,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333210,228,8,0,2,2,3,1,0,0,0,0,0,0,0,0
Multnomah,2005,333220,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333291,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333292,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333298,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333314,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333319,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333411,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,333414,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333415,168,3,0,1,0,1,0,1,0,0,0,0,0,0,0
Multnomah,2005,333511,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333512,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333514,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333515,41,3,1,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333518,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333612,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,333618,82,4,0,0,2,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,333911,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,333922,34,3,1,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333924,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
Multnomah,2005,333995,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,333999,49,6,2,2,2,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334119,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334220,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334290,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334310,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334413,0,6,1,1,0,1,0,0,1,2,0,0,0,0,0
Multnomah,2005,334417,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334418,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334419,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334510,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,334512,59,3,0,0,1,2,0,0,0,0,0,0,0,0,0
Multnomah,2005,334514,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,334515,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334518,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334519,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334611,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,334612,24,6,3,3,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,335121,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0
Multnomah,2005,335129,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,335312,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,335313,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,335314,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,336120,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
Multnomah,2005,336211,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336212,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Multnomah,2005,336214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336311,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336312,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336322,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336330,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336340,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336350,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,336370,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336399,171,4,0,1,0,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,336411,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,336413,0,3,0,0,0,1,0,1,0,0,1,1,0,0,0
Multnomah,2005,336510,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Multnomah,2005,336611,253,8,1,2,1,2,2,0,0,0,0,0,0,0,0
Multnomah,2005,336612,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,336991,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0
Multnomah,2005,336999,353,6,2,2,0,0,0,2,0,0,0,0,0,0,0
Multnomah,2005,337110,348,33,15,8,6,2,2,0,0,0,0,0,0,0,0
Multnomah,2005,337121,159,9,2,1,5,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,337122,90,12,7,1,3,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,337124,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,337125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,337127,0,6,4,0,1,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,337211,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,337212,440,11,1,0,3,5,1,1,0,0,0,0,0,0,0
Multnomah,2005,337214,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,337215,142,12,4,3,2,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,337910,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,337920,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,339111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339113,156,7,2,0,3,1,1,0,0,0,0,0,0,0,0
Multnomah,2005,339114,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339115,93,5,1,2,1,0,1,0,0,0,0,0,0,0,0
Multnomah,2005,339116,321,29,18,6,1,1,3,0,0,0,0,0,0,0,0
Multnomah,2005,339911,33,13,11,2,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339914,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339920,44,7,4,0,3,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339932,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339941,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339942,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339943,23,3,1,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339944,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339950,265,32,19,4,6,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,339991,55,4,0,2,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,339992,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339993,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,339994,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Multnomah,2005,339999,276,14,5,2,3,2,2,0,0,0,0,0,0,0,0
Multnomah,2005,423110,1077,36,16,3,6,4,3,4,0,0,0,0,0,0,0
Multnomah,2005,423120,1748,75,10,16,25,14,7,3,0,0,0,0,0,0,0
Multnomah,2005,423130,124,8,1,2,2,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,423140,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Multnomah,2005,423210,191,16,8,3,4,0,0,1,0,0,0,0,0,0,0
Multnomah,2005,423220,408,32,12,9,5,5,1,0,0,0,0,0,0,0,0
Multnomah,2005,423310,743,57,23,13,10,9,2,0,0,0,0,0,0,0,0
Multnomah,2005,423320,308,20,5,7,3,4,1,0,0,0,0,0,0,0,0
Multnomah,2005,423330,206,14,7,1,2,3,1,0,0,0,0,0,0,0,0
Multnomah,2005,423390,137,10,4,1,2,2,1,0,0,0,0,0,0,0,0
Multnomah,2005,423410,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Multnomah,2005,423420,262,16,9,3,0,2,1,1,0,0,0,0,0,0,0
Multnomah,2005,423430,185,20,13,3,1,3,0,0,0,0,0,0,0,0,0
Multnomah,2005,423440,281,22,10,6,2,3,1,0,0,0,0,0,0,0,0
Multnomah,2005,423450,201,16,6,5,3,1,1,0,0,0,0,0,0,0,0
