County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,State
Dodge,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Douglas,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Dundy,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Fillmore,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Franklin,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Frontier,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Furnas,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Gage,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Garden,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Garfield,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Gosper,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Grant,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Greeley,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Hall,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Hamilton,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Harlan,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Hayes,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Hitchcock,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Holt,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Hooker,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Howard,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Jefferson,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Johnson,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Kearney,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Keith,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
KeyaPaha,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Kimball,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Knox,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Lancaster,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Lincoln,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,1.6939063,NE
Logan,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Loup,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
McPherson,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Madison,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Merrick,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Morrill,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Nance,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Nemaha,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Nuckolls,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Otoe,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Pawnee,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Perkins,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Phelps,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Pierce,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Platte,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Polk,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
RedWillow,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Richardson,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Rock,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Saline,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Sarpy,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Saunders,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
ScottsBluff,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,1.6721386,NE
Seward,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Sheridan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Sherman,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Sioux,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,NE
Stanton,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Thayer,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Thomas,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Thurston,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Valley,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Washington,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Wayne,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Webster,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Wheeler,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
York,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,1.6286032,NE
Belknap,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Carroll,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Cheshire,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Coos,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Grafton,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Hillsborough,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Merrimack,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Rockingham,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Strafford,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Sullivan,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,NH
Hudson,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Burlington,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Hunterdon,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Mercer,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Middlesex,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Monmouth,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Morris,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Ocean,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Passaic,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,0.9001073632,NJ
Atlantic,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Bergen,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,0.8382581514,NJ
Sussex,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Cumberland,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Union,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Warren,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
CapeMay,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Somerset,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Salem,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Essex,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Camden,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Gloucester,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,NJ
Bernalillo,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Catron,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Chaves,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,NM
Cibola,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Colfax,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Curry,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,NM
DeBaca,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,NM
DoaAna,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Eddy,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,NM
Grant,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Guadalupe,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,NM
Harding,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Hidalgo,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Lea,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,NM
Lincoln,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
LosAlamos,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Luna,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
McKinley,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,1.039110227,NM
Mora,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Otero,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Quay,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,1.548058488,NM
RioArriba,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Roosevelt,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,NM
Sandoval,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,1.169459571,NM
SanJuan,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,0.9355024,NM
SanMiguel,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,1.218528067,NM
SantaFe,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Sierra,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Socorro,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Taos,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Torrance,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Union,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Valencia,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NM
Churchill,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Clark,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NV
Douglas,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Elko,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Esmeralda,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NV
Eureka,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
WhitePine,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Humboldt,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Lander,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Lincoln,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,NV
Lyon,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Mineral,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Nye,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,NV
Pershing,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Storey,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
CarsonCity,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Washoe,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,NV
Schuyler,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Seneca,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Steuben,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Suffolk,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,1.342505196,NY
Sullivan,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Tioga,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Tompkins,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Ulster,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Warren,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Washington,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Wayne,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
Westchester,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,0.5883970556,NY
Wyoming,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,0.4979185,NY
