AgencyID,AgencyName,Mode,TimePeriod,RevenueMiles,DeadheadMiles,PassengerMiles
30019,Southeastern Pennsylvania Transportation Authority,TB,Average Typical Sunday,1472,50,16158
30019,Southeastern Pennsylvania Transportation Authority,TB,Annual Total,932389,19030,12795164
30022,Port Authority of Allegheny County,DR,Average Weekday - AM Peak,,,
30022,Port Authority of Allegheny County,DR,Average Weekday - Midday,,,
30022,Port Authority of Allegheny County,DR,Average Weekday - PM Peak,,,
30022,Port Authority of Allegheny County,DR,Average Weekday - Other,,,
30022,Port Authority of Allegheny County,DR,Average Typical Weekday,31425,4094,42156
30022,Port Authority of Allegheny County,DR,Average Typical Saturday,13632,1776,11486
30022,Port Authority of Allegheny County,DR,Average Typical Sunday,10232,1333,8177
30022,Port Authority of Allegheny County,DR,Annual Total,9315640,1213816,11821205
30022,Port Authority of Allegheny County,IP,Average Weekday - AM Peak,,,
30022,Port Authority of Allegheny County,IP,Average Weekday - Midday,,,
30022,Port Authority of Allegheny County,IP,Average Weekday - PM Peak,,,
30022,Port Authority of Allegheny County,IP,Average Weekday - Other,,,
30022,Port Authority of Allegheny County,IP,Average Typical Weekday,56,0,221
30022,Port Authority of Allegheny County,IP,Average Typical Saturday,55,0,436
30022,Port Authority of Allegheny County,IP,Average Typical Sunday,42,0,236
30022,Port Authority of Allegheny County,IP,Annual Total,19602,0,92715
30022,Port Authority of Allegheny County,LR,Average Weekday - AM Peak,,,
30022,Port Authority of Allegheny County,LR,Average Weekday - Midday,,,
30022,Port Authority of Allegheny County,LR,Average Weekday - PM Peak,,,
30022,Port Authority of Allegheny County,LR,Average Weekday - Other,,,
30022,Port Authority of Allegheny County,LR,Average Typical Weekday,7071,280,109558
30022,Port Authority of Allegheny County,LR,Average Typical Saturday,3165,76,35687
30022,Port Authority of Allegheny County,LR,Average Typical Sunday,2910,75,24334
30022,Port Authority of Allegheny County,LR,Annual Total,2136358,79805,31204460
30022,Port Authority of Allegheny County,MB,Average Weekday - AM Peak,,,
30022,Port Authority of Allegheny County,MB,Average Weekday - Midday,,,
30022,Port Authority of Allegheny County,MB,Average Weekday - PM Peak,,,
30022,Port Authority of Allegheny County,MB,Average Weekday - Other,,,
30022,Port Authority of Allegheny County,MB,Average Typical Weekday,66838,19444,774746
30022,Port Authority of Allegheny County,MB,Average Typical Saturday,33687,8027,345101
30022,Port Authority of Allegheny County,MB,Average Typical Sunday,23998,6072,226358
30022,Port Authority of Allegheny County,MB,Annual Total,20187249,5727742,228634299
30023,Beaver County Transit Authority,DR,Average Weekday - AM Peak,,,
30023,Beaver County Transit Authority,DR,Average Weekday - Midday,,,
30023,Beaver County Transit Authority,DR,Average Weekday - PM Peak,,,
30023,Beaver County Transit Authority,DR,Average Weekday - Other,,,
30023,Beaver County Transit Authority,DR,Average Typical Weekday,1787,255,3003
30023,Beaver County Transit Authority,DR,Average Typical Saturday,487,68,623
30023,Beaver County Transit Authority,DR,Average Typical Sunday,,0,0
30023,Beaver County Transit Authority,DR,Annual Total,482175,68911,800269
30023,Beaver County Transit Authority,MB,Average Weekday - AM Peak,,,
30023,Beaver County Transit Authority,MB,Average Weekday - Midday,,,
30023,Beaver County Transit Authority,MB,Average Weekday - PM Peak,,,
30023,Beaver County Transit Authority,MB,Average Weekday - Other,,,
30023,Beaver County Transit Authority,MB,Average Typical Weekday,2841,1047,36242
30023,Beaver County Transit Authority,MB,Average Typical Saturday,1152,117,8440
30023,Beaver County Transit Authority,MB,Average Typical Sunday,,,0
30023,Beaver County Transit Authority,MB,Annual Total,780696,266676,9722718
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - AM Peak,,,
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - Midday,,,
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - PM Peak,,,
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - Other,,,
30024,Berks Area Regional Transportation Authority,DR,Average Typical Weekday,2995,637,4728
30024,Berks Area Regional Transportation Authority,DR,Average Typical Saturday,,,
30024,Berks Area Regional Transportation Authority,DR,Average Typical Sunday,,,
30024,Berks Area Regional Transportation Authority,DR,Annual Total,760815,161832,1201355
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - AM Peak,,,
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - Midday,,,
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - PM Peak,,,
30024,Berks Area Regional Transportation Authority,DR,Average Weekday - Other,,,
30024,Berks Area Regional Transportation Authority,DR,Average Typical Weekday,1962,394,1894
30024,Berks Area Regional Transportation Authority,DR,Average Typical Saturday,130,38,598
30024,Berks Area Regional Transportation Authority,DR,Average Typical Sunday,,,
30024,Berks Area Regional Transportation Authority,DR,Annual Total,505328,102038,513301
30024,Berks Area Regional Transportation Authority,MB,Average Weekday - AM Peak,,,
30024,Berks Area Regional Transportation Authority,MB,Average Weekday - Midday,,,
30024,Berks Area Regional Transportation Authority,MB,Average Weekday - PM Peak,,,
30024,Berks Area Regional Transportation Authority,MB,Average Weekday - Other,,,
30024,Berks Area Regional Transportation Authority,MB,Average Typical Weekday,5351,143,32331
30024,Berks Area Regional Transportation Authority,MB,Average Typical Saturday,3889,80,16592
30024,Berks Area Regional Transportation Authority,MB,Average Typical Sunday,,,
30024,Berks Area Regional Transportation Authority,MB,Annual Total,1561547,37236,8983458
30025,County of Lackawanna Transit System,DR,Average Weekday - AM Peak,,,
30025,County of Lackawanna Transit System,DR,Average Weekday - Midday,,,
30025,County of Lackawanna Transit System,DR,Average Weekday - PM Peak,,,
30025,County of Lackawanna Transit System,DR,Average Weekday - Other,,,
30025,County of Lackawanna Transit System,DR,Average Typical Weekday,1878,912,1878
30025,County of Lackawanna Transit System,DR,Average Typical Saturday,,,
30025,County of Lackawanna Transit System,DR,Average Typical Sunday,,,
30025,County of Lackawanna Transit System,DR,Annual Total,478809,232617,478804
