AgencyID,AgencyName,Mode,TimePeriod,RevenueMiles,DeadheadMiles,PassengerMiles
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Annual Total,6142718,2023469,104341266
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Typical Weekday,8013,3008,150428
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Typical Saturday,,0,0
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Average Typical Sunday,,0,0
60008,"Metropolitan Transit Authority of Harris County, Texas ",CB,Annual Total,2056309,761078,37675477
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Typical Weekday,50494,13607,61491
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Typical Saturday,25146,6058,24448
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Average Typical Sunday,21897,5197,23186
60008,"Metropolitan Transit Authority of Harris County, Texas ",DR,Annual Total,15473092,4091342,18303305
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Typical Weekday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Typical Saturday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Average Typical Sunday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",DT,Annual Total,2303340,,2779128
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Typical Weekday,7569,22,138510
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Typical Saturday,3616,16,70862
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Average Typical Sunday,3355,15,55981
60008,"Metropolitan Transit Authority of Harris County, Texas ",LR,Annual Total,2350774,7358,40873954
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Typical Weekday,86671,14272,837910
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Typical Saturday,43901,4341,436489
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Typical Sunday,33602,3190,198893
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Annual Total,26331312,4031453,249047779
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Typical Weekday,18972,4589,137388
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Typical Saturday,23763,3305,150089
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Average Typical Sunday,19638,2764,145686
60008,"Metropolitan Transit Authority of Harris County, Texas ",MB,Annual Total,7237868,1501066,48976992
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Weekday - AM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Weekday - Midday,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Weekday - PM Peak,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Weekday - Other,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Typical Weekday,38765,0,276800
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Typical Saturday,2101,0,7466
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Average Typical Sunday,1685,0,4667
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,Annual Total,10120643,0,71491859
60009,"Laredo Transit Management, Inc.",DR,Average Weekday - AM Peak,,,
60009,"Laredo Transit Management, Inc.",DR,Average Weekday - Midday,,,
60009,"Laredo Transit Management, Inc.",DR,Average Weekday - PM Peak,,,
60009,"Laredo Transit Management, Inc.",DR,Average Weekday - Other,,,
60009,"Laredo Transit Management, Inc.",DR,Average Typical Weekday,900,97,902
60009,"Laredo Transit Management, Inc.",DR,Average Typical Saturday,240,22,251
60009,"Laredo Transit Management, Inc.",DR,Average Typical Sunday,131,17,65
60009,"Laredo Transit Management, Inc.",DR,Annual Total,252583,27107,249027
60009,"Laredo Transit Management, Inc.",MB,Average Weekday - AM Peak,,,
60009,"Laredo Transit Management, Inc.",MB,Average Weekday - Midday,,,
60009,"Laredo Transit Management, Inc.",MB,Average Weekday - PM Peak,,,
60009,"Laredo Transit Management, Inc.",MB,Average Weekday - Other,,,
60009,"Laredo Transit Management, Inc.",MB,Average Typical Weekday,5065,190,31972
60009,"Laredo Transit Management, Inc.",MB,Average Typical Saturday,4613,163,21533
60009,"Laredo Transit Management, Inc.",MB,Average Typical Sunday,2630,53,8754
60009,"Laredo Transit Management, Inc.",MB,Annual Total,1684067,60181,9819675
60010,"City Transit Management Company, Inc.",DR,Average Weekday - AM Peak,,,
60010,"City Transit Management Company, Inc.",DR,Average Weekday - Midday,,,
60010,"City Transit Management Company, Inc.",DR,Average Weekday - PM Peak,,,
60010,"City Transit Management Company, Inc.",DR,Average Weekday - Other,,,
60010,"City Transit Management Company, Inc.",DR,Average Typical Weekday,2138,218,2765
60010,"City Transit Management Company, Inc.",DR,Average Typical Saturday,697,73,664
60010,"City Transit Management Company, Inc.",DR,Average Typical Sunday,,,
60010,"City Transit Management Company, Inc.",DR,Annual Total,594235,60695,756132
60010,"City Transit Management Company, Inc.",MB,Average Weekday - AM Peak,,,
60010,"City Transit Management Company, Inc.",MB,Average Weekday - Midday,,,
60010,"City Transit Management Company, Inc.",MB,Average Weekday - PM Peak,,,
60010,"City Transit Management Company, Inc.",MB,Average Weekday - Other,,,
60010,"City Transit Management Company, Inc.",MB,Average Typical Weekday,6579,22,32651
60010,"City Transit Management Company, Inc.",MB,Average Typical Saturday,2073,8,3074
60010,"City Transit Management Company, Inc.",MB,Average Typical Sunday,68,9,99
60010,"City Transit Management Company, Inc.",MB,Annual Total,1828869,6111,8686812
60011,VIA Metropolitan Transit,DR,Average Weekday - AM Peak,,,
60011,VIA Metropolitan Transit,DR,Average Weekday - Midday,,,
60011,VIA Metropolitan Transit,DR,Average Weekday - PM Peak,,,
60011,VIA Metropolitan Transit,DR,Average Weekday - Other,,,
60011,VIA Metropolitan Transit,DR,Average Typical Weekday,13589,2931,18419
60011,VIA Metropolitan Transit,DR,Average Typical Saturday,3876,515,3958
60011,VIA Metropolitan Transit,DR,Average Typical Sunday,3258,459,3190
60011,VIA Metropolitan Transit,DR,Annual Total,3827077,793654,5045009
60011,VIA Metropolitan Transit,DR,Average Weekday - AM Peak,,,
60011,VIA Metropolitan Transit,DR,Average Weekday - Midday,,,
60011,VIA Metropolitan Transit,DR,Average Weekday - PM Peak,,,
60011,VIA Metropolitan Transit,DR,Average Weekday - Other,,,
60011,VIA Metropolitan Transit,DR,Average Typical Weekday,19552,3760,24412
60011,VIA Metropolitan Transit,DR,Average Typical Saturday,9583,1487,8837
60011,VIA Metropolitan Transit,DR,Average Typical Sunday,6256,950,5404
60011,VIA Metropolitan Transit,DR,Annual Total,5820371,1084867,6954788
60011,VIA Metropolitan Transit,MB,Average Weekday - AM Peak,,,
60011,VIA Metropolitan Transit,MB,Average Weekday - Midday,,,
60011,VIA Metropolitan Transit,MB,Average Weekday - PM Peak,,,
60011,VIA Metropolitan Transit,MB,Average Weekday - Other,,,
60011,VIA Metropolitan Transit,MB,Average Typical Weekday,64045,7714,508648
60011,VIA Metropolitan Transit,MB,Average Typical Saturday,50499,5751,367239
60011,VIA Metropolitan Transit,MB,Average Typical Sunday,40940,3798,264848
60011,VIA Metropolitan Transit,MB,Annual Total,21300820,2482558,163841015
60011,VIA Metropolitan Transit,VP,Average Weekday - AM Peak,,,
60011,VIA Metropolitan Transit,VP,Average Weekday - Midday,,,
60011,VIA Metropolitan Transit,VP,Average Weekday - PM Peak,,,
60011,VIA Metropolitan Transit,VP,Average Weekday - Other,,,
60011,VIA Metropolitan Transit,VP,Average Typical Weekday,13573,0,75201
60011,VIA Metropolitan Transit,VP,Average Typical Saturday,2000,0,8401
60011,VIA Metropolitan Transit,VP,Average Typical Sunday,1789,0,6738
60011,VIA Metropolitan Transit,VP,Annual Total,3739483,0,20414798
60012,"Waco Transit System, Inc.",DR,Average Weekday - AM Peak,,,
60012,"Waco Transit System, Inc.",DR,Average Weekday - Midday,,,
60012,"Waco Transit System, Inc.",DR,Average Weekday - PM Peak,,,
60012,"Waco Transit System, Inc.",DR,Average Weekday - Other,,,
60012,"Waco Transit System, Inc.",DR,Average Typical Weekday,1040,104,950
60012,"Waco Transit System, Inc.",DR,Average Typical Saturday,363,59,240
60012,"Waco Transit System, Inc.",DR,Average Typical Sunday,,,
60012,"Waco Transit System, Inc.",DR,Annual Total,287959,30087,260520
60012,"Waco Transit System, Inc.",MB,Average Weekday - AM Peak,,,
60012,"Waco Transit System, Inc.",MB,Average Weekday - Midday,,,
60012,"Waco Transit System, Inc.",MB,Average Weekday - PM Peak,,,
60012,"Waco Transit System, Inc.",MB,Average Weekday - Other,,,
60012,"Waco Transit System, Inc.",MB,Average Typical Weekday,2871,59,17956
60012,"Waco Transit System, Inc.",MB,Average Typical Saturday,2152,40,12005
60012,"Waco Transit System, Inc.",MB,Average Typical Sunday,,0,
60012,"Waco Transit System, Inc.",MB,Annual Total,853319,17466,5288290
60013,Port Arthur Transit,DR,Annual Total,114624,,
60013,Port Arthur Transit,MB,Annual Total,244555,,
60014,City of Brownsville - Brownsville Metro,CB,Average Weekday - AM Peak,,,
60014,City of Brownsville - Brownsville Metro,CB,Average Weekday - Midday,,,
60014,City of Brownsville - Brownsville Metro,CB,Average Weekday - PM Peak,,,
60014,City of Brownsville - Brownsville Metro,CB,Average Weekday - Other,,,
60014,City of Brownsville - Brownsville Metro,CB,Average Typical Weekday,1913,53,6905
60014,City of Brownsville - Brownsville Metro,CB,Average Typical Saturday,1665,44,10653
60014,City of Brownsville - Brownsville Metro,CB,Average Typical Sunday,1665,44,7093
60014,City of Brownsville - Brownsville Metro,CB,Annual Total,665490,17991,3525180
60014,City of Brownsville - Brownsville Metro,DR,Average Weekday - AM Peak,,,
60014,City of Brownsville - Brownsville Metro,DR,Average Weekday - Midday,,,
60014,City of Brownsville - Brownsville Metro,DR,Average Weekday - PM Peak,,,
60014,City of Brownsville - Brownsville Metro,DR,Average Weekday - Other,,,
60014,City of Brownsville - Brownsville Metro,DR,Average Typical Weekday,520,52,555
60014,City of Brownsville - Brownsville Metro,DR,Average Typical Saturday,403,50,477
60014,City of Brownsville - Brownsville Metro,DR,Average Typical Sunday,,0,0
60014,City of Brownsville - Brownsville Metro,DR,Annual Total,154784,16045,167648
60014,City of Brownsville - Brownsville Metro,MB,Average Weekday - AM Peak,,,
60014,City of Brownsville - Brownsville Metro,MB,Average Weekday - Midday,,,
60014,City of Brownsville - Brownsville Metro,MB,Average Weekday - PM Peak,,,
60014,City of Brownsville - Brownsville Metro,MB,Average Weekday - Other,,,
60014,City of Brownsville - Brownsville Metro,MB,Average Typical Weekday,2448,205,25975
60014,City of Brownsville - Brownsville Metro,MB,Average Typical Saturday,2389,201,17982
60014,City of Brownsville - Brownsville Metro,MB,Average Typical Sunday,,0,0
60014,City of Brownsville - Brownsville Metro,MB,Annual Total,811680,68129,7617604
60015,Island Transit,CB,Annual Total,336350,,
60015,Island Transit,DR,Annual Total,117671,,
60015,Island Transit,MB,Annual Total,429354,,
60016,Beaumont Municipal Transit System,DR,Average Weekday - AM Peak,,,
60016,Beaumont Municipal Transit System,DR,Average Weekday - Midday,,,
60016,Beaumont Municipal Transit System,DR,Average Weekday - PM Peak,,,
60016,Beaumont Municipal Transit System,DR,Average Weekday - Other,,,
60016,Beaumont Municipal Transit System,DR,Average Typical Weekday,360,187,319
60016,Beaumont Municipal Transit System,DR,Average Typical Saturday,143,81,127
60016,Beaumont Municipal Transit System,DR,Average Typical Sunday,,0,0
60016,Beaumont Municipal Transit System,DR,Annual Total,99571,56618,87622
60016,Beaumont Municipal Transit System,MB,Average Weekday - AM Peak,,,
60016,Beaumont Municipal Transit System,MB,Average Weekday - Midday,,,
60016,Beaumont Municipal Transit System,MB,Average Weekday - PM Peak,,,
60016,Beaumont Municipal Transit System,MB,Average Weekday - Other,,,
60016,Beaumont Municipal Transit System,MB,Average Typical Weekday,2462,85,7080
60016,Beaumont Municipal Transit System,MB,Average Typical Saturday,1552,43,2932
60016,Beaumont Municipal Transit System,MB,Average Typical Sunday,,0,0
60016,Beaumont Municipal Transit System,MB,Annual Total,714611,18646,1961868
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Weekday - AM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Weekday - Midday,,,
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Weekday - PM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Weekday - Other,,,
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Typical Weekday,1784,339,1575
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Typical Saturday,572,100,377
60017,Central Oklahoma Transportation and Parking Authority,DR,Average Typical Sunday,,0,0
60017,Central Oklahoma Transportation and Parking Authority,DR,Annual Total,486553,91892,422851
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Weekday - AM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Weekday - Midday,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Weekday - PM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Weekday - Other,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Typical Weekday,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Typical Saturday,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Average Typical Sunday,,,
60017,Central Oklahoma Transportation and Parking Authority,DT,Annual Total,39392,,47703
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Weekday - AM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Weekday - Midday,,,
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Weekday - PM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Weekday - Other,,,
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Typical Weekday,34,0,121
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Typical Saturday,35,0,305
60017,Central Oklahoma Transportation and Parking Authority,FB,Average Typical Sunday,29,0,129
60017,Central Oklahoma Transportation and Parking Authority,FB,Annual Total,4371,0,21719
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - AM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - Midday,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - PM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - Other,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Typical Weekday,9627,73,60160
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Typical Saturday,4406,46,25531
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Typical Sunday,53,9,102
60017,Central Oklahoma Transportation and Parking Authority,MB,Annual Total,2684935,21087,16669775
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - AM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - Midday,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - PM Peak,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Weekday - Other,,,
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Typical Weekday,301,64,276
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Typical Saturday,,0,0
60017,Central Oklahoma Transportation and Parking Authority,MB,Average Typical Sunday,747,64,712
60017,Central Oklahoma Transportation and Parking Authority,MB,Annual Total,115459,19648,107468
60018,Metropolitan Tulsa Transit Authority,DR,Average Weekday - AM Peak,,,
60018,Metropolitan Tulsa Transit Authority,DR,Average Weekday - Midday,,,
60018,Metropolitan Tulsa Transit Authority,DR,Average Weekday - PM Peak,,,
60018,Metropolitan Tulsa Transit Authority,DR,Average Weekday - Other,,,
60018,Metropolitan Tulsa Transit Authority,DR,Average Typical Weekday,3743,653,3740
60018,Metropolitan Tulsa Transit Authority,DR,Average Typical Saturday,1774,309,1773
60018,Metropolitan Tulsa Transit Authority,DR,Average Typical Sunday,,0,0
60018,Metropolitan Tulsa Transit Authority,DR,Annual Total,1044636,182304,1043819
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - AM Peak,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - Midday,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - PM Peak,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - Other,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Typical Weekday,9501,338,58997
60018,Metropolitan Tulsa Transit Authority,MB,Average Typical Saturday,4503,160,29561
60018,Metropolitan Tulsa Transit Authority,MB,Average Typical Sunday,,0,0
60018,Metropolitan Tulsa Transit Authority,MB,Annual Total,2651980,94293,16143760
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - AM Peak,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - Midday,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - PM Peak,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Weekday - Other,,,
60018,Metropolitan Tulsa Transit Authority,MB,Average Typical Weekday,439,43,982
60018,Metropolitan Tulsa Transit Authority,MB,Average Typical Saturday,431,42,964
60018,Metropolitan Tulsa Transit Authority,MB,Average Typical Sunday,,0,0
60018,Metropolitan Tulsa Transit Authority,MB,Annual Total,134093,13528,300508
60019,City of Albuquerque Transit Department,DR,Average Weekday - AM Peak,,,
60019,City of Albuquerque Transit Department,DR,Average Weekday - Midday,,,
60019,City of Albuquerque Transit Department,DR,Average Weekday - PM Peak,,,
60019,City of Albuquerque Transit Department,DR,Average Weekday - Other,,,
60019,City of Albuquerque Transit Department,DR,Average Typical Weekday,6892,1075,8705
60019,City of Albuquerque Transit Department,DR,Average Typical Saturday,2331,316,2061
60019,City of Albuquerque Transit Department,DR,Average Typical Sunday,1691,245,1371
60019,City of Albuquerque Transit Department,DR,Annual Total,1962614,302558,2390245
60019,City of Albuquerque Transit Department,MB,Average Weekday - AM Peak,,,
60019,City of Albuquerque Transit Department,MB,Average Weekday - Midday,,,
60019,City of Albuquerque Transit Department,MB,Average Weekday - PM Peak,,,
60019,City of Albuquerque Transit Department,MB,Average Weekday - Other,,,
60019,City of Albuquerque Transit Department,MB,Average Typical Weekday,18253,3642,143441
60019,City of Albuquerque Transit Department,MB,Average Typical Saturday,9845,1118,68621
60019,City of Albuquerque Transit Department,MB,Average Typical Sunday,5173,852,35184
60019,City of Albuquerque Transit Department,MB,Annual Total,5436447,1032615,41825769
60022,Capital Area Transit System,DR,Average Weekday - AM Peak,,,
60022,Capital Area Transit System,DR,Average Weekday - Midday,,,
60022,Capital Area Transit System,DR,Average Weekday - PM Peak,,,
60022,Capital Area Transit System,DR,Average Weekday - Other,,,
60022,Capital Area Transit System,DR,Average Typical Weekday,2688,256,5306
60022,Capital Area Transit System,DR,Average Typical Saturday,835,98,80
60022,Capital Area Transit System,DR,Average Typical Sunday,265,28,27
60022,Capital Area Transit System,DR,Annual Total,734127,88708,1374685
60022,Capital Area Transit System,MB,Average Weekday - AM Peak,,,
60022,Capital Area Transit System,MB,Average Weekday - Midday,,,
60022,Capital Area Transit System,MB,Average Weekday - PM Peak,,,
60022,Capital Area Transit System,MB,Average Weekday - Other,,,
60022,Capital Area Transit System,MB,Average Typical Weekday,10120,673,47702
60022,Capital Area Transit System,MB,Average Typical Saturday,7713,513,20399
60022,Capital Area Transit System,MB,Average Typical Sunday,5912,393,15538
60022,Capital Area Transit System,MB,Annual Total,3312831,220507,14033080
60023,Lake Charles Transit System,DR,Annual Total,54126,,
60023,Lake Charles Transit System,MB,Annual Total,174821,,
60024,Shreveport Area Transit System,DR,Average Weekday - AM Peak,,,
60024,Shreveport Area Transit System,DR,Average Weekday - Midday,,,
60024,Shreveport Area Transit System,DR,Average Weekday - PM Peak,,,
60024,Shreveport Area Transit System,DR,Average Weekday - Other,,,
60024,Shreveport Area Transit System,DR,Average Typical Weekday,2094,245,2046
60024,Shreveport Area Transit System,DR,Average Typical Saturday,789,91,446
60024,Shreveport Area Transit System,DR,Average Typical Sunday,369,60,229
60024,Shreveport Area Transit System,DR,Annual Total,593937,69696,556384
60024,Shreveport Area Transit System,MB,Average Weekday - AM Peak,,,
60024,Shreveport Area Transit System,MB,Average Weekday - Midday,,,
60024,Shreveport Area Transit System,MB,Average Weekday - PM Peak,,,
60024,Shreveport Area Transit System,MB,Average Weekday - Other,,,
60024,Shreveport Area Transit System,MB,Average Typical Weekday,7490,202,54070
60024,Shreveport Area Transit System,MB,Average Typical Saturday,4890,126,19761
60024,Shreveport Area Transit System,MB,Average Typical Sunday,1451,42,5168
60024,Shreveport Area Transit System,MB,Annual Total,2234792,60120,15064387
60025,City of Alexandria,DR,Annual Total,85753,,
60025,City of Alexandria,MB,Annual Total,546554,,
60026,City of Monroe Transit System,DR,Annual Total,64113,,
60026,City of Monroe Transit System,MB,Annual Total,732448,,
60032,New Orleans Regional Transit Authority,DR,Average Weekday - AM Peak,,,
60032,New Orleans Regional Transit Authority,DR,Average Weekday - Midday,,,
60032,New Orleans Regional Transit Authority,DR,Average Weekday - PM Peak,,,
60032,New Orleans Regional Transit Authority,DR,Average Weekday - Other,,,
60032,New Orleans Regional Transit Authority,DR,Average Typical Weekday,3767,309,4802
60032,New Orleans Regional Transit Authority,DR,Average Typical Saturday,1927,159,1793
60032,New Orleans Regional Transit Authority,DR,Average Typical Sunday,1588,172,1406
60032,New Orleans Regional Transit Authority,DR,Annual Total,1166085,97633,1419615
60032,New Orleans Regional Transit Authority,FB,Average Weekday - AM Peak,,,
60032,New Orleans Regional Transit Authority,FB,Average Weekday - Midday,,,
60032,New Orleans Regional Transit Authority,FB,Average Weekday - PM Peak,,,
60032,New Orleans Regional Transit Authority,FB,Average Weekday - Other,,,
60032,New Orleans Regional Transit Authority,FB,Average Typical Weekday,56,0,1362
60032,New Orleans Regional Transit Authority,FB,Average Typical Saturday,49,0,1680
60032,New Orleans Regional Transit Authority,FB,Average Typical Sunday,43,0,1119
60032,New Orleans Regional Transit Authority,FB,Annual Total,19517,0,501340
60032,New Orleans Regional Transit Authority,MB,Average Weekday - AM Peak,,,
60032,New Orleans Regional Transit Authority,MB,Average Weekday - Midday,,,
60032,New Orleans Regional Transit Authority,MB,Average Weekday - PM Peak,,,
60032,New Orleans Regional Transit Authority,MB,Average Weekday - Other,,,
60032,New Orleans Regional Transit Authority,MB,Average Typical Weekday,15662,853,94519
60032,New Orleans Regional Transit Authority,MB,Average Typical Saturday,8126,442,66667
60032,New Orleans Regional Transit Authority,MB,Average Typical Sunday,6973,380,51727
60032,New Orleans Regional Transit Authority,MB,Annual Total,4794173,260886,33896607
60032,New Orleans Regional Transit Authority,SR,Average Weekday - AM Peak,,,
60032,New Orleans Regional Transit Authority,SR,Average Weekday - Midday,,,
60032,New Orleans Regional Transit Authority,SR,Average Weekday - PM Peak,,,
60032,New Orleans Regional Transit Authority,SR,Average Weekday - Other,,,
60032,New Orleans Regional Transit Authority,SR,Average Typical Weekday,2695,49,35467
60032,New Orleans Regional Transit Authority,SR,Average Typical Saturday,2745,50,40885
60032,New Orleans Regional Transit Authority,SR,Average Typical Sunday,2079,38,41862
60032,New Orleans Regional Transit Authority,SR,Annual Total,952665,17529,13616682
60033,Central Arkansas Transit Authority,DR,Average Weekday - AM Peak,,,
60033,Central Arkansas Transit Authority,DR,Average Weekday - Midday,,,
60033,Central Arkansas Transit Authority,DR,Average Weekday - PM Peak,,,
60033,Central Arkansas Transit Authority,DR,Average Weekday - Other,,,
60033,Central Arkansas Transit Authority,DR,Average Typical Weekday,2067,278,2187
60033,Central Arkansas Transit Authority,DR,Average Typical Saturday,918,152,723
60033,Central Arkansas Transit Authority,DR,Average Typical Sunday,566,100,435
60033,Central Arkansas Transit Authority,DR,Annual Total,603335,83842,617178
60033,Central Arkansas Transit Authority,MB,Average Weekday - AM Peak,,,
60033,Central Arkansas Transit Authority,MB,Average Weekday - Midday,,,
60033,Central Arkansas Transit Authority,MB,Average Weekday - PM Peak,,,
60033,Central Arkansas Transit Authority,MB,Average Weekday - Other,,,
60033,Central Arkansas Transit Authority,MB,Average Typical Weekday,7931,440,48933
60033,Central Arkansas Transit Authority,MB,Average Typical Saturday,6110,340,29498
60033,Central Arkansas Transit Authority,MB,Average Typical Sunday,1924,239,7872
60033,Central Arkansas Transit Authority,MB,Annual Total,2434063,141968,14391657
60033,Central Arkansas Transit Authority,SR,Average Weekday - AM Peak,,,
60033,Central Arkansas Transit Authority,SR,Average Weekday - Midday,,,
60033,Central Arkansas Transit Authority,SR,Average Weekday - PM Peak,,,
60033,Central Arkansas Transit Authority,SR,Average Weekday - Other,,,
60033,Central Arkansas Transit Authority,SR,Average Typical Weekday,167,0,441
60033,Central Arkansas Transit Authority,SR,Average Typical Saturday,176,0,829
60033,Central Arkansas Transit Authority,SR,Average Typical Sunday,65,0,268
60033,Central Arkansas Transit Authority,SR,Annual Total,53772,0,165583
60034,Pine Bluff Transit,DR,Annual Total,28614,,
60034,Pine Bluff Transit,MB,Annual Total,213601,,
60035,Wichita Falls Transit System,MB,Annual Total,577345,,
60038,Lafayette Transit System,DR,Average Weekday - AM Peak,,,
60038,Lafayette Transit System,DR,Average Weekday - Midday,,,
60038,Lafayette Transit System,DR,Average Weekday - PM Peak,,,
60038,Lafayette Transit System,DR,Average Weekday - Other,,,
60038,Lafayette Transit System,DR,Average Typical Weekday,794,77,1292
60038,Lafayette Transit System,DR,Average Typical Saturday,490,61,543
60038,Lafayette Transit System,DR,Average Typical Sunday,,,
60038,Lafayette Transit System,DR,Annual Total,225264,22709,353066
60038,Lafayette Transit System,MB,Average Weekday - AM Peak,,,
