"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"5462585","01309",18,0,2,"07",42000
"5462767","01309",19,0,2,"02",23800
"5463136","00100",6,0,2,"02",21600
"5463173","00800",10,0,0,"02",0
"5463264","00800",18,0,2,"02",91200
"5463449","01200",22,0,2,"02",76000
"5463537","01303",31,0,1,"02",11500
"5463881","01309",21,0,3,"02",299750
"5463925","01101",21,0,1,"02",32100
"5464006","01000",10,0,0,"02",0
"5464010","01309",24,0,2,"05",71300
"5464285","00800",6,0,2,"02",57400
"5464291","00701",28,0,1,"02",52000
"5464623","00100",27,0,1,"07",6000
"5464672","01310",21,0,3,"02",150000
"5464744","01200",30,0,2,"02",72400
"5464761","01102",6,0,4,"01",44000
"5464793","00500",7,0,0,"02",0
"5464804","01000",4,0,0,"01",0
"5464916","00500",21,0,2,"01",7900
"5465101","00100",21,0,1,"02",46280
"5465334","01000",9,0,2,"02",67200
"5465434","01311",21,0,1,"09",38020
"5465545","00500",6,0,4,"02",18000
"5465705","01313",22,0,2,"09",3200
"5466108","00900",24,0,3,"06",15520
"5466171","01311",6,0,2,"02",26200
"5466277","00702",19,0,2,"02",112500
"5466429","01200",15,0,5,"02",58800
"5466491","01102",3,0,5,"02",48880
"5466566","01302",27,0,0,"02",0
"5466771","01102",6,0,4,"01",18450
"5467007","01200",0,1,1,"  ",0
"5467121","01306",16,0,3,"02",64320
"5467354","00500",25,0,2,"02",9600
"5467407","00500",21,0,2,"08",7100
"5467651","01313",25,0,3,"02",119900
"5467686","01306",22,0,7,"07",34700
"5467757","01101",21,0,3,"05",29500
"5467931","01308",39,0,2,"06",49000
"5468333","00500",21,0,4,"02",58004
"5468359","00600",22,0,1,"02",22000
"5468514","01301",18,0,1,"06",0
"5468769","00800",18,0,4,"02",25000
"5468923","00800",9,0,3,"02",40910
"5469131","00500",15,0,2,"02",119000
"5469149","00800",21,0,2,"02",33400
"5469255","00200",15,0,5,"08",28900
"5469334","00200",6,0,3,"02",52100
"5469335","01311",31,0,1,"07",15200
"5469338","01200",21,0,3,"02",31060
"5469356","00200",6,0,2,"02",131820
"5469368","01200",6,0,4,"02",74150
"5469370","00702",19,0,1,"02",55500
"5469387","01308",28,0,1,"09",37100
"5469519","00200",9,0,12,"02",101000
"5469561","00600",6,0,4,"02",73130
"5469780","00500",0,2,1,"  ",0
"5470005","00500",22,0,4,"02",70400
"5470161","01304",22,0,2,"08",40200
"5470207","00200",6,0,4,"02",95000
"5470505","01304",24,0,1,"09",4500
"5470510","01308",27,0,4,"02",74300
"5470558","00500",18,0,4,"02",44700
"5470824","00900",15,0,2,"01",29000
"5470852","01301",0,2,1,"  ",0
"5470868","01102",6,0,2,"02",178000
"5471053","01309",21,0,1,"06",8500
"5471093","01310",19,0,2,"05",28400
"5471333","01301",33,0,2,"02",67000
"5471387","00701",15,0,1,"01",22900
"5471400","01311",18,0,5,"02",90200
"5471886","00800",26,0,0,"03",0
"5471950","00800",6,0,2,"02",66500
"5472126","00600",15,0,1,"02",14004
"5472402","01311",27,0,3,"02",102130
"5472425","01304",27,0,2,"02",30500
"5472517","01311",18,0,2,"02",11700
"5472593","00600",28,0,2,"04",53400
"5472748","00400",30,0,1,"06",25000
"5472809","00600",24,0,3,"02",75840
"5473046","00600",12,0,1,"05",17000
"5473296","00702",18,0,6,"03",66620
"5473535","00600",3,0,3,"02",50000
"5473650","00500",22,0,3,"02",94000
"5473770","00800",53,0,0,"01",0
"5473830","01101",27,0,4,"01",76000
"5473916","00100",6,0,2,"02",63700
"5473930","00900",24,0,2,"01",24500
"5473956","01101",33,0,2,"02",46280
"5473974","00900",28,0,5,"02",64000
"5474245","01308",24,0,3,"02",93000
"5474267","00500",6,0,1,"02",6050
"5474360","01102",22,0,2,"02",69800
"5474489","01304",28,0,4,"02",62000
"5474510","00400",28,0,2,"02",18100
"5475095","00400",21,0,1,"02",26900
"5475358","00900",28,0,2,"02",53300
"5475469","01307",12,0,3,"02",106500
"5475713","01000",6,0,2,"02",21000
"5475906","00702",22,0,1,"01",35000
"5476063","00900",28,0,2,"02",10000
"5476184","00600",37,0,1,"01",54200
"5476225","00500",24,0,1,"02",20800
"5476244","01305",21,0,2,"02",17600
"5476262","00600",25,0,3,"01",0
"5476267","01304",30,0,1,"02",57000
"5477050","01312",37,0,5,"02",124000
"5477308","00702",12,0,4,"02",56800
"5477357","00800",15,0,2,"02",11200
"5477397","00701",6,0,0,"01",0
"5477468","01302",22,0,4,"02",72000
"5477503","00200",22,0,1,"01",45000
"5478187","01303",19,0,4,"07",23100
"5478212","01311",24,0,3,"02",30300
"5478843","01102",27,0,3,"01",50020
"5478868","01302",16,0,4,"02",67800
"5479139","00100",6,0,1,"10",3320
"5479340","00400",27,0,2,"02",50000
"5479350","01101",24,0,1,"02",1200
"5479436","01308",24,0,4,"02",67600
"5479992","00400",27,0,5,"02",38600
"5480116","01308",24,0,2,"05",6200
"5480278","00702",12,0,2,"04",21300
"5480311","01000",19,0,2,"01",84560
"5480870","01310",20,0,0,"06",0
"5481071","01303",18,0,2,"02",74030
"5481195","01000",19,0,2,"02",55600
"5481270","00900",22,0,3,"01",43000
"5481425","01307",27,0,2,"02",29010
"5481503","01309",27,0,2,"02",49740
"5481820","00400",31,0,2,"02",185000
"5481855","01302",16,0,2,"02",60000
"5481872","01304",9,0,3,"02",95000
"5481920","01306",23,0,0,"06",0
"5481974","01302",22,0,2,"09",21600
"5482040","01102",3,0,2,"07",15500
"5482543","00701",18,0,2,"01",5000
"5482563","00500",7,0,0,"02",0
"5482570","00500",20,0,0,"03",0
"5482971","00900",6,0,4,"02",33870
"5483382","01310",21,0,2,"02",61420
"5483451","00800",16,0,2,"02",33300
"5483674","00100",21,0,2,"02",64000
"5483748","01200",0,2,1,"  ",0
"5483929","00800",21,0,1,"08",7200
"5483978","01310",19,0,2,"05",37300
"5483982","00800",9,0,1,"02",13300
"5484053","01303",31,0,3,"02",79300
"5484054","01200",24,0,7,"02",50910
"5484193","00200",6,0,4,"02",62000
"5484465","01102",12,0,6,"02",12500
"5484687","01309",33,0,0,"02",0
"5484807","01301",24,0,0,"09",0
"5484813","00600",6,0,6,"02",70900
"5485436","00600",25,0,3,"02",70000
"5485577","00702",21,0,2,"01",25000
"5485725","01101",0,1,1,"  ",0
"5485762","00200",6,0,3,"02",5500
"5485873","00702",15,0,1,"02",12004
"5485889","00600",24,0,2,"01",70000
"5486145","01301",0,2,1,"  ",0
"5486346","01305",18,0,1,"02",14200
"5486477","01304",27,0,1,"09",6100
"5486509","01309",27,0,2,"02",15400
"5486645","01302",24,0,2,"02",33000
"5487181","00701",39,0,1,"02",10100
"5487472","01308",24,0,5,"02",91000
"5488018","01313",24,0,1,"02",21000
"5488031","01306",24,0,3,"02",219000
"5488283","00800",6,0,0,"01",0
"5488378","00702",27,0,2,"03",32200
"5488466","01102",12,0,3,"02",60400
"5488807","01304",33,0,0,"06",0
"5488978","00702",18,0,4,"02",51400
"5489015","01000",28,0,1,"02",11700
"5489064","01303",21,0,1,"04",14600
"5489065","01302",0,2,1,"  ",0
"5489156","01303",19,0,1,"02",42200
"5489325","01301",31,0,2,"02",55100
"5489415","01102",27,0,4,"02",79460
"5489680","01101",24,0,3,"02",81000
"5490131","00500",24,0,2,"02",11560
"5490511","00900",27,0,3,"02",70000
"5490750","00500",21,0,2,"02",50000
"5490776","01101",25,0,5,"02",35000
"5490924","01307",25,0,4,"02",33710
"5490936","00900",21,0,3,"02",85100
"5491131","01101",39,0,4,"02",25000
"5491168","01101",21,0,1,"02",57300
"5491224","01102",28,0,1,"01",8100
"5491352","00600",33,0,4,"02",45900
"5491383","01101",22,0,2,"02",81000
"5491605","00500",10,0,0,"02",0
"5491636","01304",21,0,2,"08",137500
"5491990","01304",27,0,2,"02",116100
"5492015","00300",18,0,2,"02",30900
"5492024","00600",6,0,5,"02",72700
"5492153","00600",6,0,1,"04",23500
"5492521","00800",6,0,4,"02",75920
"5492534","01304",9,0,3,"02",128780
"5492785","01200",24,0,2,"02",304100
"5492817","01305",18,0,2,"02",63000
"5492991","00800",25,0,3,"02",240000
"5493040","00500",21,0,2,"02",44000
"5493127","00702",18,0,4,"02",62630
"5493134","00400",24,0,0,"01",0
"5493161","01302",24,0,1,"02",84160
"5493241","01200",3,0,3,"05",30900
"5493266","00600",21,0,6,"02",27400
"5493501","00100",16,0,0,"07",0
"5493523","01303",22,0,1,"09",12000
"5493632","00100",25,0,9,"02",24200
"5493910","01304",21,0,2,"02",141000
"5493978","01313",31,0,3,"04",68700
"5494129","01305",18,0,2,"02",557000
"5494318","00600",31,0,2,"02",93140
"5494384","00702",23,0,0,"09",0
"5494453","01311",27,0,2,"02",149000
"5494455","01000",19,0,2,"02",90000
"5494510","01102",18,0,4,"02",109240
"5494521","01312",24,0,3,"05",5000
"5494550","00100",9,0,3,"02",22930
"5494628","00600",19,0,5,"02",323300
"5494795","01305",18,0,2,"02",67800
"5494879","01302",27,0,3,"01",67000
"5494977","00500",20,0,0,"02",0
"5495116","00600",18,0,3,"02",48100
"5495198","00900",27,0,5,"03",119000
"5495313","00500",3,0,2,"01",6900
"5495315","00300",22,0,1,"08",6000
"5495384","01301",25,0,1,"02",18000
"5495623","00702",15,0,2,"02",71500
"5495786","00800",18,0,1,"02",23300
"5495957","00701",25,0,1,"01",0
"5496217","01303",55,0,1,"09",6800
"5496256","00900",22,0,2,"01",35600
"5496887","00400",27,0,4,"02",48400
"5496927","00900",31,0,4,"01",63500
"5496951","01310",6,0,2,"02",68300
"5497192","01200",18,0,2,"04",39500
"5497228","00400",34,0,4,"02",50000
"5497274","00701",21,0,2,"02",140000
"5497391","00900",25,0,1,"02",56900
"5497623","01102",10,0,1,"02",2000
"5498195","00500",24,0,0,"02",0
"5498212","01305",22,0,1,"02",16780
"5498320","00100",0,2,1,"  ",0
"5498790","00600",34,0,3,"02",16930
"5498828","01101",24,0,7,"02",66390
"5498877","01310",25,0,1,"07",315000
"5498892","00800",15,0,1,"02",10500
"5498925","01302",15,0,2,"09",18500
"5498962","00900",18,0,2,"04",25300
"5499191","01303",30,0,3,"02",57000
"5499481","01307",31,0,17,"02",52500
"5499512","01310",22,0,3,"02",85500
"5499565","00500",7,0,0,"02",0
"5499708","01311",18,0,2,"02",154000
"5500136","01101",18,0,1,"02",20000
"5500909","01305",18,0,1,"04",299000
"5500929","01102",24,0,3,"02",12240
"5500957","00600",28,0,2,"01",37900
"5500968","01000",6,0,2,"01",28400
"5501165","00200",6,0,3,"01",27600
"5501331","01200",27,0,3,"02",35000
"5501340","01311",15,0,4,"02",43800
"5501375","01302",43,0,6,"02",32800
"5501380","01000",27,0,2,"02",429000
"5501381","00500",6,0,4,"02",76000
"5501403","00600",23,0,0,"02",0
"5501433","00600",7,0,0,"06",0
"5501453","00702",18,0,5,"02",65810
"5502001","00702",25,0,1,"06",11300
"5502153","00400",27,0,1,"02",8800
"5502417","00300",30,0,0,"01",0
"5502611","01200",21,0,2,"09",34200
"5502655","00200",4,0,0,"10",0
"5502659","01311",21,0,3,"02",85400
"5502841","01302",19,0,4,"05",17000
"5503003","00600",0,2,1,"  ",0
"5503007","00900",28,0,1,"02",10000
"5503177","00300",22,0,2,"02",38800
"5503391","01302",27,0,1,"09",44800
"5503405","00500",12,0,1,"01",52000
"5503605","00900",27,0,2,"02",36630
"5503663","00300",18,0,2,"02",24700
"5503723","00500",19,0,2,"02",16400
"5503754","01000",12,0,2,"01",61380
"5503856","00500",6,0,1,"02",55000
"5503907","01102",6,0,2,"02",176800
"5503936","01310",24,0,4,"02",1e+05
"5504125","01305",13,0,3,"04",73000
"5504258","01303",16,0,0,"02",0
"5504259","01313",31,0,2,"06",54500
"5504464","00800",30,0,2,"02",28600
"5504999","01307",18,0,2,"02",90000
"5505228","00100",12,0,5,"02",20990
"5505258","00900",24,0,2,"02",75800
"5505352","00400",27,0,2,"02",70400
"5505623","01302",25,0,1,"07",40000
"5505808","01200",18,0,2,"02",37000
"5505936","00100",16,0,4,"02",40000
"5506068","00702",0,1,1,"  ",0
"5506165","00100",6,0,4,"01",31700
"5506266","00500",21,0,3,"05",31500
"5506769","01301",15,0,4,"02",122150
"5506775","00200",6,0,2,"01",35900
"5506948","00500",16,0,2,"01",17300
"5507160","00900",21,0,2,"09",75200
"5507313","01303",21,0,1,"02",23204
"5507328","00300",6,0,1,"01",10500
"5507450","01307",24,0,3,"02",26800
"5507629","01102",31,0,3,"03",61500
"5507892","00500",6,0,2,"02",334700
"5508069","01305",18,0,3,"02",178200
"5508218","00200",25,0,1,"01",49000
"5508281","00900",30,0,1,"02",9000
"5508469","00100",9,0,2,"02",101100
"5508579","01312",27,0,3,"02",91000
"5508590","01304",0,2,1,"  ",0
"5508666","01313",21,0,2,"09",8000
"5508969","00200",21,0,4,"02",15000
"5509074","00702",18,0,2,"02",57700
"5509304","00200",6,0,2,"02",30000
"5509527","00600",31,0,1,"02",172300
"5509848","01303",21,0,2,"02",32100
"5509922","01101",33,0,4,"02",50400
"5509925","00300",15,0,1,"02",58000
"5509929","00300",9,0,2,"02",40900
"5510165","00600",18,0,3,"01",40100
"5510175","00702",28,0,1,"09",9300
"5510415","01302",24,0,5,"02",43000
"5510477","00400",22,0,1,"06",9200
"5510630","01309",24,0,1,"09",95000
"5510851","01305",18,0,4,"02",61600
"5510988","01305",16,0,3,"02",54000
"5510998","00600",21,0,1,"09",23600
"5511009","00500",6,0,2,"01",34600
"5511021","00702",33,0,2,"09",52700
"5511048","00800",21,0,2,"02",174504
"5511135","01308",22,0,5,"05",10560
"5511260","00400",22,0,4,"02",1e+05
"5511510","01306",24,0,3,"01",10800
"5511663","01302",27,0,1,"08",18200
"5511909","00500",19,0,1,"07",9300
"5511910","00300",12,0,4,"02",6680
"5511928","00200",18,0,1,"01",18200
"5511957","00500",6,0,0,"02",0
"5512013","00200",26,0,0,"10",0
"5512231","00701",24,0,4,"02",14000
"5512247","00100",0,2,1,"  ",0
"5512316","00800",28,0,3,"02",24000
"5512709","00300",22,0,5,"02",31120
"5512816","00200",40,0,2,"02",55000
"5512833","00702",18,0,3,"02",172000
"5512996","00400",31,0,1,"02",22500
"5513004","01200",0,1,1,"  ",0
"5513052","01303",22,0,1,"02",51000
"5513127","00702",22,0,4,"02",318700
"5513193","01313",25,0,3,"02",1e+05
"5513329","01308",30,0,2,"02",17500
"5513876","01307",21,0,3,"02",50000
"5514092","00400",56,0,0,"02",0
"5514157","01302",24,0,3,"02",60000
"5514172","01311",20,0,0,"02",0
"5514291","01306",22,0,3,"02",141100
"5514363","00500",7,0,0,"01",0
"5514366","01200",6,0,4,"02",38510
"5514381","01102",6,0,1,"02",39000
"5514401","00600",19,0,4,"02",26300
"5514406","01301",31,0,2,"02",57000
"5514465","00300",27,0,3,"02",83500
"5514827","00800",30,0,5,"02",25540
"5514947","01305",25,0,2,"02",48800
"5515123","00200",9,0,6,"08",47000
"5515292","00200",27,0,1,"01",17000
"5515395","01312",24,0,2,"02",90000
"5515410","01306",21,0,3,"02",18800
"5515860","01305",15,0,3,"02",58000
"5515865","00100",9,0,2,"02",39300
"5515869","00800",25,0,4,"02",101300
"5515930","01307",18,0,2,"02",27900
"5516155","01313",25,0,1,"06",26000
"5516196","01313",24,0,1,"07",16500
"5516203","00600",24,0,3,"02",19800
"5516382","00702",22,0,3,"02",85600
"5516489","00300",15,0,5,"01",9600
"5516714","01313",21,0,3,"02",76400
"5516731","00600",25,0,6,"02",67150
"5516813","00200",21,0,2,"04",30800
"5516849","01303",21,0,2,"01",7700
"5516947","00702",15,0,3,"02",48000
"5517114","01308",6,0,1,"01",33700
"5517172","00600",6,0,1,"09",15000
"5517185","00500",15,0,4,"02",66960
"5517219","01101",21,0,3,"02",33500
"5517266","01312",28,0,3,"02",65000
"5517345","01200",21,0,2,"02",47100
"5517490","00200",9,0,2,"02",140000
"5517644","01309",28,0,1,"06",34500
"5517708","01309",27,0,1,"02",93900
"5517856","01313",34,0,5,"05",38000
"5517938","01000",19,0,6,"02",42000
"5517980","01200",28,0,2,"01",0
"5518189","00400",21,0,2,"01",19500
"5518420","00900",24,0,3,"02",108000
"5518813","01313",15,0,8,"02",128100
"5518836","00600",18,0,1,"08",20000
"5519008","00900",9,0,2,"01",14390
"5519725","00702",27,0,4,"02",38100
"5519766","01101",0,1,1,"  ",0
"5519829","00500",6,0,2,"02",17000
"5519892","00702",18,0,4,"02",38200
"5519898","00100",15,0,2,"02",119000
"5519968","00701",12,0,2,"02",28000
"5520189","01304",22,0,2,"08",72200
"5520451","01309",9,0,2,"02",44120
"5520777","00400",21,0,1,"01",3700
"5520857","01312",27,0,3,"06",27000
"5520935","00800",6,0,3,"02",39470
"5520960","00500",28,0,6,"02",53000
"5521191","00800",23,0,0,"02",0
"5521215","01102",28,0,2,"02",143000
"5521226","00200",27,0,5,"02",40800
"5521345","01311",0,2,1,"  ",0
"5521543","00500",18,0,2,"02",55540
"5521616","01311",36,0,2,"02",53700
"5521617","01306",28,0,1,"01",24200
"5521632","00900",23,0,0,"02",0
"5521837","01301",15,0,3,"02",36300
"5521936","00900",15,0,3,"02",118800
"5521986","01303",21,0,1,"02",11600
"5522067","01304",24,0,1,"02",39400
"5522438","01303",21,0,2,"02",36000
"5522469","00702",27,0,2,"02",53520
"5522598","00702",12,0,3,"02",90000
"5522827","00500",9,0,1,"01",27800
"5522852","01311",25,0,5,"03",18500
"5523000","00800",6,0,3,"02",50000
"5523210","01302",33,0,8,"08",56500
"5523230","01304",15,0,3,"02",224500
"5523307","00400",21,0,1,"01",30600
"5523352","01301",33,0,7,"02",15500
"5523370","00500",16,0,2,"02",14600
"5523616","01308",21,0,2,"02",52300
"5523766","01311",15,0,7,"01",45000
"5524125","01102",7,0,2,"02",37700
"5524234","00200",19,0,3,"01",30800
"5524345","00800",31,0,3,"02",34200
"5525020","00500",6,0,1,"02",150000
"5525422","00200",6,0,1,"08",5500
"5525586","01306",0,2,1,"  ",0
"5525619","01000",21,0,2,"01",11800
"5525815","00701",21,0,2,"01",30400
"5525820","01304",7,0,0,"02",0
"5525973","00500",0,2,1,"  ",0
"5525995","01102",6,0,3,"01",70230
"5526008","00701",22,0,1,"01",52500
"5526110","01302",19,0,2,"02",43870
"5526208","01303",18,0,2,"02",39220
"5526531","00900",6,0,2,"01",13300
"5526576","01302",53,0,0,"05",0
"5526659","00300",22,0,2,"01",41600
"5526722","00900",21,0,2,"02",47400
"5526770","01101",21,0,1,"02",41400
"5526790","01303",18,0,2,"02",62200
"5527305","00500",16,0,3,"02",45000
"5527341","01313",31,0,1,"06",19800
"5527515","01102",18,0,5,"01",57650
"5527547","00702",18,0,6,"09",28000
"5527628","00300",6,0,5,"02",72000
"5527630","00300",21,0,6,"02",24000
"5527740","00400",23,0,0,"02",0
"5527839","00500",6,0,2,"02",16620
"5527984","01307",6,0,2,"01",57350
"5528198","00100",6,0,2,"02",80140
"5528217","01000",3,0,5,"02",33200
"5528401","00702",28,0,2,"02",43160
"5528440","01200",24,0,2,"01",72000
"5528700","01303",15,0,1,"02",41200
"5529015","01000",6,0,1,"02",153900
"5529316","01309",25,0,2,"02",42400
"5529569","00500",28,0,2,"02",32000
"5529732","00900",25,0,4,"02",39600
"5529884","01301",16,0,2,"02",40700
"5530317","01304",18,0,1,"08",57600
"5530885","00200",6,0,6,"02",28400
"5530903","01309",0,1,1,"  ",0
"5531040","00701",24,0,2,"02",50430
"5531429","01304",31,0,1,"07",80000
"5531688","00702",21,0,3,"01",97500
"5531872","01311",21,0,2,"02",101960
"5531919","01306",24,0,2,"02",60520
"5532306","00701",6,0,4,"02",51000
"5532387","00702",21,0,2,"06",31500
"5532391","00800",23,0,0,"02",0
"5532486","00500",18,0,2,"02",20600
"5532734","01306",19,0,3,"02",113450
"5532762","00200",21,0,1,"01",11900
"5532998","00500",7,0,0,"02",0
"5533078","00900",28,0,2,"01",48200
"5533201","01305",15,0,5,"02",60600
"5533266","01102",25,0,3,"02",63100
"5533302","00200",6,0,2,"01",52500
"5533381","00900",6,0,5,"01",52000
"5533634","00200",6,0,2,"10",308400
"5533662","01308",24,0,1,"02",60600
"5533705","00800",27,0,1,"09",7900
"5534183","00300",6,0,2,"02",36400
"5534990","01308",31,0,2,"02",64000
"5535062","01313",19,0,2,"02",48300
"5535188","00500",25,0,2,"02",109800
"5535222","00500",27,0,0,"02",0
"5535654","00100",30,0,4,"02",25000
"5535717","01301",16,0,0,"02",0
"5535783","01200",15,0,6,"02",57100
"5535818","00300",10,0,0,"04",0
"5536219","01102",3,0,2,"02",23500
"5536448","01310",9,0,2,"02",68000
"5536793","01306",25,0,1,"09",35100
"5537165","00702",0,2,1,"  ",0
"5537298","01101",21,0,2,"02",72900
"5537316","01304",24,0,2,"09",7400
"5537376","01311",24,0,2,"02",16800
"5537634","01303",30,0,3,"04",38570
"5537675","00500",6,0,2,"02",258500
"5537742","01308",25,0,4,"02",56000
"5538153","00702",15,0,1,"02",48000
"5538353","00701",6,0,2,"02",43650
"5538369","01308",24,0,4,"02",38200
"5538431","00800",28,0,2,"02",15120
"5538547","01311",27,0,4,"02",102000
"5538838","01312",22,0,2,"02",74000
"5539080","00800",19,0,1,"06",7900
"5539091","01308",20,0,0,"02",0
"5539247","00100",6,0,1,"01",20000
"5539338","01302",24,0,3,"06",39600
"5539921","01000",6,0,2,"02",38880
"5540029","00701",24,0,1,"02",30000
"5540073","00100",18,0,2,"02",31000
"5540082","01313",24,0,2,"02",58820
"5540136","00100",9,0,2,"02",84990
"5540266","01308",39,0,4,"02",50000
"5540427","01303",24,0,1,"04",14800
"5540449","01313",24,0,2,"02",110430
"5540491","01303",15,0,6,"02",60400
"5540598","01308",25,0,1,"04",16700
"5540610","00400",27,0,5,"02",316000
"5540641","00500",16,0,2,"01",24000
"5540643","01306",34,0,4,"06",26800
"5540871","00800",18,0,3,"02",12000
"5540995","01200",24,0,4,"02",10000
"5541051","00300",24,0,4,"02",25580
"5541340","00702",30,0,1,"09",48000
"5541377","00600",28,0,1,"02",26600
"5541564","01304",18,0,2,"02",172300
"5541711","01310",25,0,2,"05",42900
"5541793","01200",20,0,0,"02",0
"5542038","01310",34,0,3,"02",181000
"5542114","01000",6,0,2,"02",20300
"5542260","01313",19,0,1,"09",6000
"5542328","01305",27,0,3,"02",78500
"5542406","00400",28,0,5,"02",25000
"5542700","01306",21,0,3,"05",34010
"5542866","01305",16,0,1,"02",83300
"5542912","01102",9,0,2,"02",30000
"5542984","01312",31,0,5,"02",51800
"5543281","00500",18,0,1,"02",25000
"5543692","00900",15,0,1,"02",10400
"5543834","00800",36,0,1,"07",41400
"5543946","00702",16,0,2,"02",47000
"5544162","00702",24,0,1,"04",27400
"5544228","00500",21,0,2,"02",22300
"5544470","01305",0,2,1,"  ",0
"5544489","00500",6,0,6,"01",19000
"5544831","00300",21,0,1,"02",23000
"5544908","01309",30,0,1,"07",26900
"5544985","01102",6,0,2,"02",182500
"5545028","01305",22,0,1,"09",6000
"5545096","01307",6,0,1,"02",32600
"5545360","01305",25,0,1,"09",35000
"5545382","00600",3,0,1,"02",93100
"5545397","01306",39,0,1,"06",10680
"5545423","01304",25,0,1,"08",6500
"5545460","01305",22,0,1,"02",78600
"5545545","00702",0,1,1,"  ",0
"5545550","00400",25,0,5,"01",88600
"5545552","01200",6,0,1,"01",26400
"5545634","00500",24,0,2,"02",84900
"5545891","01311",18,0,2,"02",99110
"5546217","00500",36,0,0,"01",0
"5546235","01304",24,0,2,"09",19000
"5546528","01000",19,0,4,"01",109800
"5546541","00800",6,0,1,"02",13400
"5546550","01308",25,0,2,"02",29000
"5546570","01310",28,0,1,"07",80000
"5546894","01306",24,0,1,"02",11000
"5547088","01200",6,0,2,"02",56000
"5547157","00200",0,1,1,"  ",0
"5547163","01312",27,0,1,"09",13500
"5547193","01310",27,0,2,"02",48100
"5547272","00100",31,0,1,"04",9000
"5547715","00300",6,0,1,"02",28200
"5548006","01304",0,1,1,"  ",0
"5548270","01304",27,0,2,"02",130500
"5548548","01303",0,2,1,"  ",0
"5548693","01303",21,0,1,"08",10800
"5548730","01102",10,0,5,"01",54000
"5548913","01303",21,0,3,"02",46850
"5548935","00200",13,0,0,"02",0
"5548999","01102",6,0,2,"02",28800
"5549125","01302",24,0,1,"02",17500
"5549351","01101",27,0,4,"02",111940
"5549460","01304",25,0,2,"09",35300
"5550021","00800",27,0,1,"01",13100
"5550172","01311",0,1,1,"  ",0
"5550198","01200",24,0,2,"02",39600
"5550537","00900",25,0,4,"02",75500
"5550552","00400",31,0,2,"01",77600
"5550571","01310",25,0,2,"03",70000
"5550648","01200",6,0,9,"02",54000
"5550784","01301",27,0,1,"02",28200
"5551240","01305",16,0,1,"02",110000
"5551294","00900",24,0,1,"01",38500
"5551411","01306",17,0,0,"01",0
"5551525","01306",27,0,1,"02",41820
"5551544","00900",9,0,2,"02",60100
"5551553","01101",21,0,4,"02",41000
"5551792","00800",25,0,1,"02",9900
"5551796","00500",24,0,0,"02",0
"5551857","00701",27,0,1,"02",13400
"5551890","01101",24,0,1,"02",38000
"5552153","01308",31,0,2,"03",44100
"5552791","00701",30,0,0,"04",0
"5552922","01303",24,0,2,"02",60500
"5552937","00600",6,0,2,"02",84000
"5552944","00100",16,0,3,"02",51900
"5552996","00300",22,0,1,"09",62800
"5553066","00701",21,0,4,"02",51590
"5553094","01311",6,0,1,"02",44400
"5553127","00800",24,0,5,"03",45000
"5553471","00702",27,0,1,"08",5300
"5553472","00800",0,1,1,"  ",0
"5553521","00600",10,0,2,"04",8000
"5554028","00702",21,0,1,"08",17700
"5554082","00400",25,0,5,"02",12400
"5554260","00500",9,0,2,"01",29500
"5554267","01311",24,0,2,"01",20800
"5554461","01313",18,0,2,"02",50000
"5554467","00600",21,0,4,"02",56910
"5554810","00200",6,0,2,"02",72000
"5554870","01312",16,0,5,"02",45040
"5555089","01309",19,0,1,"09",33090
"5555138","00600",43,0,0,"07",0
"5555286","01000",9,0,5,"02",42900
"5555400","01306",37,0,4,"06",13600
"5555433","01305",0,2,1,"  ",0
"5555506","01309",18,0,5,"02",214450
"5555567","01000",43,0,0,"02",0
"5555799","00800",24,0,2,"02",92890
"5555804","00600",7,0,4,"02",55000
"5555808","01305",16,0,2,"02",20000
"5556115","01310",27,0,1,"02",30000
"5556128","00600",21,0,1,"02",9300
"5556137","00300",7,0,0,"02",0
"5556234","00200",6,0,2,"02",27600
"5556407","00701",3,0,4,"02",10050
"5556561","00702",15,0,1,"02",25100
"5556571","01307",22,0,4,"02",126000
"5556865","00400",64,0,0,"02",0
"5556927","00300",7,0,3,"01",20000
"5556946","01301",27,0,1,"08",18400
"5557004","01302",21,0,4,"02",73100
"5557074","00200",21,0,1,"08",5500
"5557158","01000",43,0,6,"02",34700
"5557272","01101",25,0,2,"06",68900
"5557367","00300",6,0,4,"02",45630
"5557481","01313",27,0,2,"02",54020
"5557810","00900",10,0,2,"02",311800
"5557839","00900",6,0,2,"01",17120
"5558045","00800",19,0,2,"01",4800
"5558157","01304",24,0,2,"07",24400
"5558434","01309",18,0,3,"02",54000
"5558673","01200",28,0,2,"02",53500
"5558863","01301",19,0,3,"02",80510
"5558890","00702",24,0,1,"08",10120
"5559149","01305",15,0,3,"02",299000
"5559202","01308",24,0,4,"02",48600
"5559303","01306",25,0,1,"05",50000
"5559894","01000",22,0,1,"06",11500
"5559941","01200",18,0,2,"02",55400
"5560626","01302",24,0,1,"02",12824
"5560642","01101",27,0,1,"06",5800
"5560663","00701",7,0,1,"01",8400
"5561232","00600",21,0,3,"02",53030
"5561440","00400",21,0,2,"02",32100
"5561546","01308",19,0,2,"01",9300
"5561630","00800",39,0,6,"02",64470
"5561641","01102",6,0,2,"02",31600
