SERIALNO,AGE,WRKLYR,INCTOT
6307066,4,0,NA
6307066,1,0,NA
6307081,56,1,45700
6307081,56,1,27000
6307081,89,2,0
6307208,29,1,35000
6307208,0,0,NA
6307208,26,1,8000
6307497,49,2,350
6307497,30,1,24000
6307497,4,0,NA
6307497,0,0,NA
6307504,67,2,9600
6307504,58,2,0
6307504,20,1,15700
6307504,31,1,16000
6307628,56,1,22400
6307628,39,1,18100
6307628,14,0,NA
6307628,5,0,NA
6307658,47,1,28000
6307658,12,0,NA
6307752,74,2,29410
6307752,64,1,2400
6307876,93,2,9100
6308261,41,1,22000
6308540,57,1,56000
6308540,56,1,12740
6308604,46,1,39000
6308652,21,1,20000
6308917,38,1,35020
6308917,36,2,0
6308917,15,0,490
6308917,11,0,NA
6309066,74,1,164200
6309066,74,2,42200
6309082,72,2,64000
6309082,73,2,5100
6309103,64,1,60000
6309103,62,2,0
6309105,77,2,20000
6309105,31,1,23700
6309116,93,2,33900
6309274,43,1,38000
6309274,19,1,13500
6309274,70,2,9920
6309349,53,2,0
6309402,60,1,10600
6309402,49,1,10500
6309402,18,2,0
6309476,74,2,16200
6309476,60,2,280
6309592,55,1,57000
6309592,54,2,0
6309601,48,1,44080
6309601,49,1,45280
6309603,48,1,67680
6309603,52,1,31300
6309892,46,1,69070
6310461,72,1,15200
6310461,79,2,11800
6310687,36,1,6400
6310687,46,2,1200
6310937,44,1,67000
6310937,44,1,45800
6310948,58,1,40300
6310948,58,1,25500
6311065,46,2,6020
6311254,86,2,24100
6311254,83,2,9300
6311401,18,1,1500
6311401,19,1,13000
6311401,19,1,500
6311460,9,0,NA
6312135,75,2,24500
6312331,21,1,26000
6312331,19,1,26000
6313172,50,1,9000
6313289,29,1,40000
6313289,30,2,0
6313289,9,0,NA
6313289,3,0,NA
6313390,62,2,11900
6313390,56,2,0
6313425,35,1,18300
6313425,30,1,8100
6313425,9,0,NA
6313425,7,0,NA
6313671,67,1,49500
6313671,59,1,40800
6313992,58,1,20800
6314073,45,1,23600
6314459,39,1,60000
6314459,34,1,2500
6314459,15,0,0
6314459,13,0,NA
6314459,11,0,NA
6314659,51,1,3600
6314659,20,2,0
6314659,56,1,134000
6314659,53,2,0
6314937,30,2,0
6314937,31,1,60000
6314937,2,0,NA
6314970,40,1,50000
6314970,41,1,62800
6314970,21,1,8000
6315383,31,1,11000
6315383,7,0,NA
6315394,48,1,82000
6315394,48,1,50500
6315394,23,1,4700
6315437,75,1,33200
6315437,57,1,50500
6315437,77,1,8600
6315449,32,1,12400
6315449,33,1,26000
6315586,39,1,168000
6315586,37,2,6900
6315586,2,0,NA
6315586,13,0,NA
6315586,8,0,NA
6315621,46,1,32000
6315655,75,2,9700
6315683,54,1,33730
6315683,53,1,9930
6315842,50,1,66420
6315842,13,0,NA
6315999,44,1,62960
6315999,41,2,0
6316194,83,2,19820
6316194,71,2,9770
6316242,38,1,50000
6316242,31,2,1400
6316242,2,0,NA
6316242,11,0,NA
6316246,21,1,21000
6316246,20,1,2000
6316246,1,0,NA
6316508,21,1,18000
6316523,50,1,40070
6316523,48,1,15000
6316673,27,1,44000
6316673,28,1,14000
6316898,52,1,30800
6316898,52,2,0
6316916,53,1,43000
6317002,77,2,31500
6317002,80,2,4200
6317008,23,1,20000
6317878,31,1,32000
6317878,33,1,26000
6317878,6,0,NA
6318055,20,1,22000
6318055,20,1,4500
6318055,19,1,7500
6318223,50,1,47000
6318223,53,1,22000
6318223,18,1,1100
6318223,26,1,13000
6318223,73,2,23800
6318585,27,1,25600
6318585,26,1,10800
6318696,27,1,44000
6318696,30,1,72000
6318912,25,1,36300
6318912,26,1,15700
6318912,26,1,9400
6319049,20,1,3300
6319267,77,2,6300
6319350,29,1,73000
6319350,27,2,0
6319350,4,0,NA
6319350,1,0,NA
6319350,0,0,NA
6319424,62,1,55000
6319424,60,1,3000
6319424,15,0,0
6319424,17,2,0
6319548,89,2,12100
6319607,44,1,23200
6319607,32,2,0
6319607,10,0,NA
6319607,7,0,NA
6319607,5,0,NA
6319607,5,0,NA
6319814,54,1,41500
6319967,81,1,37300
6319967,68,2,4300
6319978,76,2,28000
6320035,44,1,23400
6320035,16,2,130000
6320035,13,0,NA
6320035,50,1,25700
6320301,52,1,78000
6320473,56,1,51000
6320473,52,1,41600
6320532,62,1,48200
6320532,59,2,0
6320538,37,2,0
6320538,52,1,22500
6320538,8,0,NA
6320538,3,0,NA
6320561,70,2,14500
6320630,33,1,27870
6320630,32,1,6500
6320630,9,0,NA
6320630,8,0,NA
6320630,12,0,NA
6320754,16,2,6000
6320868,21,1,10100
6320901,61,1,59000
6320920,35,1,64000
6320920,33,1,1000
6320920,14,0,NA
6320920,11,0,NA
6321187,35,1,25000
6321187,35,1,25000
6321187,16,2,0
6321187,7,0,NA
6321187,3,0,NA
6321489,23,1,2120
6321489,1,0,NA
6321504,39,1,14000
6321504,18,2,0
6321504,17,2,0
6321504,15,0,0
6321504,14,0,NA
6321504,10,0,NA
6321504,10,0,NA
6321504,24,2,0
6321681,65,2,31300
6321681,52,2,0
6321813,49,1,45030
6321813,18,2,40
6321904,28,1,15000
6321917,87,2,17100
6321917,80,2,5100
6321981,67,2,14800
6322111,75,2,17000
6322111,66,2,6900
6322242,68,1,7350
6322242,59,1,13804
6322242,27,1,25000
6322283,32,1,42000
6322283,35,2,0
6322283,4,0,NA
6322372,52,1,53160
6322372,49,2,0
6322441,67,2,31550
6322441,62,2,890
6322441,35,2,0
6322635,40,1,42800
6322798,62,2,31500
6322798,51,2,0
6322951,37,2,0
6323085,65,1,125600
6323085,65,2,16000
6323153,48,1,30000
6323153,59,2,5000
6323155,52,1,80000
6323155,39,1,30000
6323484,60,1,88000
6323484,55,1,12000
6323539,56,1,38000
6323665,25,1,34800
6323665,3,0,NA
6323667,39,1,26000
6323667,39,1,4004
6323667,12,0,NA
6323667,10,0,NA
6323917,32,1,17700
6323917,3,0,NA
6323979,21,2,0
6324065,61,2,22820
6324065,60,1,12400
6324199,30,1,40000
6324199,35,1,20000
6324417,51,1,41200
6324417,50,1,18000
6324585,44,1,16350
6324585,52,1,48000
6324815,29,1,72004
6324815,28,1,24500
6324820,85,2,9820
6324904,53,1,39060
6324904,52,1,42470
6324904,18,1,800
6324913,59,1,25000
6324981,82,2,14970
6324981,79,2,16800
6325106,70,2,25400
6325106,66,2,18700
6325164,87,2,19200
6325221,45,1,23000
6325236,51,1,301000
6325236,51,2,130000
6325268,23,1,8000
6325268,5,0,NA
6325271,68,2,25000
6325271,65,2,19000
6325722,55,1,45000
6325722,50,1,40000
6325757,52,1,16400
6325757,29,2,0
6325757,18,1,5100
6325858,49,1,14300
6325935,72,1,20600
6326093,56,1,18400
6326093,45,1,38800
6326093,18,2,600
6326209,77,2,35700
6326226,29,1,48000
6326236,47,1,15000
6326236,12,0,NA
6326236,56,1,9000
6326335,56,1,39000
6326335,49,1,19000
6326335,23,1,14000
6326899,26,1,45000
6326993,44,1,12200
6326993,43,1,77000
6326993,8,0,NA
6326993,8,0,NA
6327656,54,1,43500
6327656,55,1,6000
6327671,56,1,21200
6327792,29,1,23900
6327792,34,1,39600
6327792,9,0,NA
6327792,7,0,NA
6327920,79,2,8400
6327920,67,1,14600
6328212,37,1,34600
6328212,32,1,53000
6328212,12,0,NA
6328212,5,0,NA
6328478,55,1,19700
6328478,39,1,17200
6328478,67,2,13100
6328478,64,1,6800
6328479,21,1,4900
6328990,47,1,52000
6328990,21,1,670
6329085,32,1,20000
6329125,48,1,33700
6329125,52,1,1240
6329333,61,1,50000
6329454,83,1,18500
6329629,44,1,57000
6329629,41,2,0
6329629,10,0,NA
6329642,36,1,3600
6329642,14,0,NA
6329642,9,0,NA
6329807,29,1,34000
6329807,27,1,12000
6329807,2,0,NA
6329807,36,1,27600
6329807,27,1,12000
6329884,55,1,23000
6330165,45,1,45500
6330165,40,1,1500
6330165,13,0,NA
6330165,9,0,NA
6330208,57,1,11790
6330384,25,2,0
6330384,31,2,0
6330384,8,0,NA
6330384,5,0,NA
6330492,38,1,16200
6330492,40,1,1500
6330870,37,1,62000
6330870,17,2,0
6330916,51,1,45000
6330916,56,1,10200
6331047,74,1,31700
6331047,72,1,25000
6331176,72,2,110200
6331176,66,2,19600
6331254,49,1,75500
6331254,46,1,15080
6331254,18,1,1000
6331254,17,1,2320
6331254,15,0,0
6331254,19,1,5500
6332040,40,1,32000
6332304,60,1,120000
6332304,59,2,0
6332367,38,2,0
6332367,16,2,0
6332367,9,0,NA
6332367,39,1,28200
6332435,47,1,30040
6332435,49,1,17000
6332435,21,1,6900
6332435,18,1,4500
6332435,22,2,0
6332571,19,1,13900
6332571,17,1,3000
6332801,69,1,10900
6332801,64,1,32520
6332832,43,1,61200
6333227,25,1,50000
6333582,45,1,21800
6333582,43,1,16000
6333582,17,1,300
6333582,15,0,600
6333582,12,0,NA
6333686,28,1,30000
6333686,21,1,26000
6334169,33,1,24000
6334169,27,1,24000
6334169,8,0,NA
6334169,6,0,NA
6334169,27,1,14900
6334169,25,2,0
6334265,49,1,90000
6334265,47,1,15900
6334265,18,1,2140
6334265,13,0,NA
6334305,31,1,11000
6334305,11,0,NA
6334305,9,0,NA
6334305,38,1,6500
6334508,30,1,4700
6334517,88,2,18300
6334558,93,2,5900
6334592,39,1,54260
6334592,36,2,0
6334592,13,0,NA
6334592,11,0,NA
6334592,10,0,NA
6334592,8,0,NA
6334592,5,0,NA
6334592,3,0,NA
6334592,2,0,NA
6334907,35,1,30000
6334907,15,0,0
6334907,10,0,NA
6334907,7,0,NA
6334912,73,2,18500
6335031,22,2,1700
6335208,62,2,10600
6335208,62,1,22000
6335267,38,1,42800
6335267,36,1,18400
6335267,17,1,9000
6335369,63,1,16600
6335369,62,2,1300
6335384,77,2,9300
6335463,86,2,13100
6335475,66,1,39600
6335475,61,2,0
6335601,25,1,12000
6335601,25,1,18000
6335603,40,1,20000
6335603,35,2,0
6335625,20,1,8000
6335636,54,1,30000
6335842,56,1,39000
6335992,51,1,30000
6335992,51,1,10000
6335992,13,0,NA
6336069,38,1,18000
6336069,35,1,33000
6336069,17,2,0
6336069,13,0,NA
6336069,20,1,3000
6336231,42,1,31000
6336231,34,1,26400
6336231,15,0,4500
6336263,31,1,42000
6336263,28,1,10000
6336263,5,0,NA
6336263,3,0,NA
6336270,29,1,9600
6336270,30,1,48500
6336270,10,0,NA
6336270,5,0,NA
6336276,65,2,25300
6336683,45,1,236000
6336683,45,1,36000
6336683,18,2,0
6336772,46,1,50000
6336772,41,1,30000
6336772,16,2,0
6336772,14,0,NA
6336772,8,0,NA
6336785,21,1,5000
6336890,72,2,32000
6336924,50,1,18500
6336924,41,1,61900
6336924,10,0,NA
6336938,36,1,56000
6336938,41,1,23800
6336938,16,2,0
6336938,14,0,NA
6336938,13,0,NA
6336980,76,2,8000
6337071,68,1,132200
6337383,31,1,40000
6337383,29,1,11000
6337383,8,0,NA
6337499,60,1,85000
6337499,56,2,50
6337616,53,1,24000
6337616,43,1,24000
6337616,9,0,NA
6337909,22,2,0
6337989,33,1,47350
6337989,29,1,32000
6337989,12,0,NA
6337989,3,0,NA
6337989,2,0,NA
6337989,10,0,NA
6338007,47,1,24330
6338478,20,1,2120
6338526,35,1,17700
6338526,15,0,0
6338526,12,0,NA
6338526,6,0,NA
6338619,65,2,143000
6338619,68,2,10000
6338619,93,2,10030
6338678,24,1,13000
6339021,57,1,39200
6339021,61,1,1930
6339050,53,2,9000
6339177,69,2,41800
6339177,69,2,5200
6339204,84,2,9400
6339407,26,1,23000
6339407,2,0,NA
6339407,22,1,3060
6339453,35,1,45000
6339453,35,2,0
6339453,8,0,NA
6339453,1,0,NA
6339453,7,0,NA
6339453,0,0,NA
6339631,39,1,150600
6339771,41,1,50000
6339771,17,2,0
6339771,15,0,0
6339881,56,1,83000
6339881,49,2,12900
6339881,16,1,4000
6339881,14,0,NA
6339913,86,2,9900
6340303,37,1,23000
6340303,16,1,1000
6340303,18,2,0
6340342,51,1,18000
6340558,81,2,35300
6340871,63,2,14100
6340871,66,2,5800
6340886,38,1,25000
6341011,32,1,42000
6341011,31,2,0
6341011,13,0,NA
6341011,11,0,NA
6341011,6,0,NA
6341158,59,1,25450
6341158,44,1,28750
6341215,51,1,10000
6341369,22,1,5500
6341369,24,1,25000
6341375,54,2,3500
6341662,41,1,150000
6341662,38,1,10000
6341662,9,0,NA
6341662,6,0,NA
6341662,16,2,0
6341811,47,1,14200
6341811,21,1,12000
6341837,87,2,9200
6341837,54,1,160
6342218,67,1,20430
6342506,33,1,30000
6342506,47,1,106000
6342584,53,1,50000
6342584,53,1,14400
6342877,27,1,9000
6342877,28,1,19000
6343079,43,2,0
6343190,64,2,24700
6343190,33,1,17500
6343190,31,1,8000
6343224,62,1,36040
6343224,62,1,37400
6343711,57,2,0
6343711,49,1,17200
6343711,5,0,NA
6343711,4,0,NA
6343711,1,0,NA
6343808,41,1,44000
6343808,44,1,18000
6343829,50,1,17000
6343829,13,0,NA
6343862,19,1,13000
6343862,1,0,NA
6343862,21,1,2000
6343901,53,1,16200
6343901,46,2,3200
6343901,15,0,0
6344091,47,1,237000
6344091,43,2,0
6344091,18,2,6000
6344091,12,0,NA
6344091,6,0,NA
6344091,4,0,NA
6344371,30,1,22300
6344371,35,1,38600
6344371,12,0,NA
6344371,9,0,NA
6344371,5,0,NA
6344371,0,0,NA
6344538,52,1,18000
6344538,55,1,15000
6344538,57,2,6000
6344551,86,2,10200
6344551,69,2,12600
6344676,29,1,2800
6344732,63,1,58100
6344732,61,2,0
6344777,37,2,0
6344847,38,1,30030
6344847,48,1,12004
6344861,69,2,0
6344862,46,1,36400
6344862,45,1,40600
6344862,14,0,NA
6345121,45,1,48400
6345121,17,1,470
6345121,16,2,0
6345212,72,1,26340
6345212,65,2,5300
6345446,39,2,20000
6345446,36,1,4000
6345446,13,0,NA
6345446,12,0,NA
6345446,11,0,NA
6345446,9,0,NA
6345446,7,0,NA
6345446,1,0,NA
6345858,45,1,33900
6345858,21,1,25000
6345858,18,1,3800
6346107,50,2,800
6346107,21,2,0
6346107,47,2,6100
6346107,26,2,0
6346520,26,1,41000
6346520,27,1,38700
6346520,27,1,6000
6346573,30,1,32000
6346573,31,2,10400
6346573,15,0,0
6346573,12,0,NA
6346573,10,0,NA
6346573,10,0,NA
6346573,34,2,0
6346573,6,0,NA
6346703,28,1,42500
6346703,5,0,NA
6346703,5,0,NA
6346703,19,1,3100
6347114,47,1,59300
6347114,45,1,25000
6347114,0,0,NA
6347114,0,0,NA
6347114,0,0,NA
6347141,43,1,11400
6347141,22,1,7200
6347141,21,1,17000
6347141,4,0,NA
6347141,44,1,21000
6347202,63,2,6360
6347245,22,1,12200
6347245,22,1,5000
6347751,26,1,70000
6347751,23,1,17000
6347767,36,2,170
6347847,58,1,338300
6347847,57,1,238000
6347900,65,1,39000
6347900,61,1,24070
6348504,18,2,0
6348504,0,0,NA
6348504,16,2,0
6348539,53,1,33060
6348539,57,1,30300
6348616,35,1,1040
6348616,38,1,71000
6348616,7,0,NA
6348616,5,0,NA
6348616,3,0,NA
6348751,37,1,17000
6348751,35,1,7000
6348751,11,0,NA
6348751,7,0,NA
6348751,5,0,NA
6348751,1,0,NA
6348873,38,1,11000
6348949,28,1,59500
6349295,50,1,108000
6349295,49,2,0
6349295,16,2,0
6349295,15,0,0
6349295,12,0,NA
6349352,44,1,80000
6349352,49,1,40000
6349352,8,0,NA
6349352,7,0,NA
6349532,43,1,19240
6349717,62,1,103000
6349717,57,1,24700
6349788,75,2,40100
6349788,53,1,70000
6349988,74,2,29800
6349988,76,2,22500
6350020,29,1,35000
6350020,29,1,108000
6350020,2,0,NA
6350020,0,0,NA
6350039,38,1,124000
6350039,37,1,109500
6350039,6,0,NA
6350039,0,0,NA
6350141,21,1,14500
6350141,55,2,0
6350150,53,1,26000
6350447,61,1,35300
6350447,61,1,13200
6350509,41,1,38000
6350509,16,1,3600
6350509,14,0,NA
6350525,53,1,13260
6350614,52,1,5310
6350614,17,2,0
6351064,69,2,8500
6351227,25,1,40810
6351264,61,2,46600
6351264,27,1,18300
6351264,1,0,NA
6351264,24,2,0
6351322,43,1,30000
6351375,93,2,26700
6351517,68,2,29300
6351517,68,2,7900
6351664,53,1,-5000
6351784,86,2,6210
6351797,40,1,218000
6351797,37,2,0
6351797,8,0,NA
6351797,7,0,NA
6351797,5,0,NA
6351867,55,2,34100
6352496,62,1,45000
6352496,56,1,21000
6352551,75,1,42000
6352763,21,1,8300
6352763,25,1,23000
6352763,1,0,NA
6352763,25,2,0
6352763,24,1,1400
6352921,44,1,48000
6352923,31,2,0
6352923,31,1,11000
6352945,43,1,24000
6352945,46,2,0
6352945,1,0,NA
6353171,20,2,0
6353243,44,1,11000
6353243,13,0,NA
6353344,29,1,40000
6353406,78,1,16200
6353406,74,2,0
6353494,45,1,21800
6353494,38,2,0
6353494,15,0,1600
6353494,12,0,NA
6353494,4,0,NA
6353569,75,2,8300
6353604,32,1,35000
6353604,35,1,18000
6353604,15,0,0
6353604,13,0,NA
6353635,61,1,77800
6353700,64,1,19400
6353700,59,1,240
6353741,23,1,30000
6353818,31,1,35100
6353818,31,1,33900
6353818,12,0,NA
6353818,10,0,NA
6353818,0,0,NA
6353878,36,1,14400
6353878,14,0,NA
6353878,13,0,NA
6353878,11,0,NA
6354021,37,1,63100
6354021,36,1,3600
6354034,38,2,0
6354034,8,0,NA
6354034,2,0,NA
6354034,33,2,0
6354040,63,1,14000
6354040,61,1,65500
6354130,48,1,14400
6354137,52,1,20000
6354304,65,1,23130
6354304,72,1,41370
6354478,46,2,460
6354478,45,1,0
6354478,26,1,21600
6354478,11,0,NA
6354478,4,0,NA
6354541,62,2,42500
6354541,63,2,9400
6354715,40,1,47000
6354715,23,1,15000
6354715,20,1,5200
6354744,55,1,40580
6354744,48,1,64700
6354744,23,1,2800
6354744,17,1,454
6354744,13,0,NA
6354764,41,1,21800
6354764,39,1,15300
6354764,12,0,NA
6354764,8,0,NA
6355029,52,1,75080
6355029,47,1,25000
6355256,36,2,0
6355256,35,1,38250
6355256,7,0,NA
6355256,5,0,NA
6355256,2,0,NA
6355369,59,1,50000
6355369,44,1,2200
6355453,23,1,5300
6355453,1,0,NA
6355453,20,1,3000
6355936,39,1,7000
6356362,61,1,103200
6356362,59,2,16000
6356370,62,2,36100
6356370,59,1,5200
6356573,93,2,28300
6356608,84,1,12600
6356608,75,2,8600
6356629,41,1,28350
6356629,37,2,480
6356629,12,0,NA
6356629,10,0,NA
6356629,7,0,NA
6356629,3,0,NA
6357004,28,1,20800
6357121,78,2,32500
6357121,72,2,15200
6357193,66,2,5400
6357627,67,2,20800
6357627,63,1,10600
6357674,66,1,22890
6357817,26,2,3600
6357827,52,1,21000
6357827,51,1,37300
6358148,56,1,15000
6358148,29,1,4300
6358176,30,1,30550
6358176,32,2,0
6358176,3,0,NA
6358176,1,0,NA
6358374,20,1,17750
6358374,1,0,NA
6358520,60,1,25000
6358594,55,1,132000
6359014,28,1,44000
6359014,29,1,33000
6359120,47,1,40000
6359175,28,1,21600
6359175,5,0,NA
6359395,24,2,0
6359395,32,1,24000
6359395,4,0,NA
6359395,2,0,NA
6359395,1,0,NA
6359419,31,1,33700
6359419,37,1,16000
6359419,11,0,NA
6359419,9,0,NA
6359535,35,1,90250
6359535,42,1,55250
6359535,12,0,NA
6359535,9,0,NA
6359827,88,2,49100
6359827,82,2,6000
6359917,62,1,33250
6359917,57,1,31800
6359972,62,1,39000
6360097,36,1,32000
6360097,33,2,0
6360097,5,0,NA
6360097,0,0,NA
6360174,49,1,73600
6360174,18,1,3000
6360178,69,1,29800
6360240,46,1,58000
6360240,46,1,12000
6360240,13,0,NA
6360376,19,1,5000
6360607,46,1,37300
6360607,44,1,7600
6360607,20,1,12800
6360640,47,1,16000
6360662,64,1,49500
6360662,58,1,24100
6360665,81,2,17070
6360665,87,2,0
6360756,45,1,96000
6360756,15,0,4
6360756,15,0,0
6360870,48,1,31010
6360934,24,1,12000
6360934,29,1,25000
6360964,82,2,144500
6361118,42,1,50000
6361118,40,2,0
6361118,16,2,0
6361118,9,0,NA
6361153,60,1,17000
6361159,46,1,38600
6361159,42,1,300
6361175,74,2,6800
6361247,70,1,11100
6361312,51,1,65070
6361312,53,2,650
6361312,15,0,0
6361312,13,0,NA
6361515,66,1,53980
6361515,61,2,0
6361664,47,1,132400
6361664,37,2,0
6361664,13,0,NA
6361664,11,0,NA
6361670,64,2,3400
6361670,59,1,15200
6361689,45,2,0
6361689,46,1,44400
6361689,14,0,NA
6361689,12,0,NA
6361689,10,0,NA
6361849,50,1,39000
6361849,45,1,18600
6361980,42,1,49000
6361980,16,2,0
6361980,46,1,13000
6362207,64,1,80400
6362207,53,2,0
6362223,43,2,4620
6362223,23,1,15100
6362398,24,1,9800
6362398,25,1,25500
6362576,40,1,60000
6362576,37,1,50000
6362576,17,1,7300
6362576,14,0,NA
6362576,10,0,NA
6362639,36,1,96000
6362639,32,2,0
6362639,6,0,NA
6362639,3,0,NA
6362639,2,0,NA
6362642,48,1,41000
6362642,45,1,28000
6362642,12,0,NA
6362642,10,0,NA
6362781,41,1,17440
6362781,40,2,5200
6363002,38,1,26200
6363193,36,2,0
6363193,32,1,22500
6363193,9,0,NA
6363193,7,0,NA
6363193,4,0,NA
6363320,80,2,31800
6363320,76,2,6200
6363327,66,1,8800
6363327,19,2,0
6363450,40,1,20000
6363480,41,1,299000
6363480,39,1,5000
6363480,16,1,4000
6363480,14,0,NA
6363480,12,0,NA
6363693,61,1,3780
6363719,42,1,92370
6363719,18,1,5300
6363786,37,1,38100
6363786,35,1,12000
6363786,1,0,NA
6363786,0,0,NA
6364035,63,2,9600
6364035,62,2,9000
6364107,64,2,3600
6364404,43,1,132600
6364404,44,2,0
6364404,17,1,500
6364404,14,0,NA
6364404,10,0,NA
6365165,49,1,96000
6365165,44,1,50000
6365165,15,0,0
6365165,8,0,NA
6365328,47,1,30000
6365328,47,1,6400
6365328,14,0,NA
6365567,80,2,10000
6365567,53,2,0
6365567,42,2,13600
6365567,21,2,5900
6365714,62,2,0
6365714,67,1,85600
6365816,48,1,6000
6365816,47,1,65000
6366118,27,2,0
6366118,25,2,0
6366118,23,2,0
6366118,21,2,0
6366167,67,2,10300
6366167,65,2,5270
6366167,43,1,2000
6366286,47,2,7200
6366286,24,1,18000
6366286,21,1,21000
6366286,17,2,0
6366286,17,1,2900
6366300,44,1,54000
6366300,54,1,12100
6366306,42,1,11000
6366380,63,1,8720
6366563,49,1,29840
6366563,46,2,0
6366861,60,1,88400
6366861,57,2,34500
6366931,75,2,36300
6367017,37,1,7300
6367017,40,1,51000
6367017,3,0,NA
6367017,1,0,NA
6367057,52,2,17100
6367057,27,2,0
6367057,8,0,NA
6367057,7,0,NA
6367060,67,1,12000
6367060,64,1,32800
6367113,51,1,103400
6367113,18,1,1000
6367212,38,1,48000
6367212,41,1,4800
6367212,3,0,NA
6367212,1,0,NA
6367293,81,2,29000
6367293,66,1,34700
6367323,50,2,3500
6367390,61,1,51680
6367390,60,1,230
6367449,41,1,40000
6367449,40,1,14000
6367449,11,0,NA
6367449,7,0,NA
6367515,44,1,28000
6367515,42,1,15000
6367515,21,1,7950
6367515,65,1,13900
6367515,44,1,33000
6368487,29,1,70000
6368487,33,1,1700
6368487,10,0,NA
6368487,8,0,NA
6369005,81,2,11900
6369072,76,2,13100
6369155,43,1,36020
6369155,34,1,20020
6369155,20,1,13200
6369155,7,0,NA
6369155,4,0,NA
6369167,30,2,8700
6369167,6,0,NA
6369173,36,1,12500
6369173,35,1,58000
6369173,0,0,NA
6369187,40,1,50000
6369344,61,2,10400
6369430,25,1,45000
6369466,70,2,8490
6369478,39,1,25100
6369478,34,2,7200
6369530,50,1,32000
6369530,49,2,0
6369530,76,2,8200
6369578,60,1,29000
6369589,36,1,4600
6369589,9,0,NA
6369589,0,0,NA
6369589,20,1,800
6369589,3,0,NA
6369617,57,1,25700
6369654,41,1,299900
6369654,44,1,81000
6369654,17,1,2500
6369759,51,2,11100
6369759,82,2,24000
6369806,71,2,9600
6369806,57,2,0
6369806,33,1,10000
6369806,58,2,5700
6369860,78,2,6800
6369973,63,1,22000
6369973,51,1,19600
6370123,72,1,35300
6370123,71,2,0
6370233,58,1,87000
6370233,56,1,26000
6370292,51,1,41000
6370292,43,1,42140
6370324,30,1,55000
6370324,26,1,16700
6370372,69,2,0
6370372,72,2,48000
6370504,41,1,20300
6370504,42,1,12950
6370504,15,0,150
6370504,13,0,NA
6370504,11,0,NA
6370822,26,1,40400
6370822,25,1,21700
6370822,25,1,20600
6370822,0,0,NA
6370906,44,1,13100
6370906,37,1,36000
6371057,42,1,54000
6371057,43,1,31000
6371057,15,0,1200
6371202,52,1,70000
6371202,50,1,50
6371202,18,1,2500
6371202,16,1,500
6371202,16,2,0
6371999,26,1,25000
6371999,7,0,NA
6371999,7,0,NA
6371999,28,1,12000
6371999,11,0,NA
6371999,7,0,NA
6372260,31,1,25000
6372260,30,2,0
6372331,46,1,5000
6372331,51,2,2700
6372331,10,0,NA
6372331,43,2,2000
6372527,57,1,324000
6372527,57,1,27000
6372561,36,1,39600
6372561,34,1,53600
6372561,2,0,NA
6372561,0,0,NA
6372615,84,2,171300
6372615,75,2,16000
6372869,54,1,73000
6372869,51,1,2600
6372869,15,0,0
6373112,52,1,26600
6373112,49,1,14500
6373112,17,1,5300
6373112,14,0,NA
6373184,54,2,0
6373184,50,1,215720
6373201,64,2,9100
6373201,36,2,0
6373201,20,2,0
6373468,32,1,155080
6373468,33,2,0
6373468,7,0,NA
6373468,6,0,NA
6373502,32,1,42500
6373502,31,1,-500
6373502,3,0,NA
6373581,52,1,20000
6373581,52,1,50000
6373581,30,2,0
6373698,29,1,6500
6373698,27,1,18200
6373698,11,0,NA
6373698,9,0,NA
6373698,2,0,NA
6374086,52,1,18000
6374086,54,1,20000
6374522,62,2,0
6374522,75,2,12200
6374561,93,2,4100
6374765,30,1,24800
6374765,9,0,NA
6374765,7,0,NA
6374765,5,0,NA
6374765,35,1,16000
6374817,52,1,6000
6374817,38,1,12000
6374817,7,0,NA
6374865,89,2,11000
6375148,71,2,31500
6375148,69,2,9200
6375234,81,2,11000
6375321,47,1,38000
6375321,19,2,0
6375368,51,1,98000
6375368,47,1,68000
6375368,17,1,1200
6375368,13,0,NA
6375501,72,2,58800
6375760,93,2,27800
6375767,36,1,37540
6375767,36,1,19000
6375767,8,0,NA
6375779,59,2,10800
6375921,47,1,73000
6375921,43,2,0
6375921,18,2,0
6375921,16,2,0
6375984,40,1,25000
6375984,69,2,0
6376816,85,2,17100
6376816,72,2,4300
6376840,37,1,19000
6376840,29,1,31000
6376904,55,1,1800
6376925,31,1,28600
6376925,29,1,23000
6377015,39,1,34000
6377015,49,1,24000
6377015,25,2,6400
6377096,34,1,42000
6377096,32,1,15100
6377096,5,0,NA
6377361,69,2,15980
6377361,76,2,7600
6377609,80,1,41300
6377609,75,2,10000
6377676,55,1,72200
6377676,51,1,6100
6377676,88,2,12300
6377728,41,1,45000
6377728,41,1,16000
6377728,14,0,NA
6377728,12,0,NA
6377728,7,0,NA
6377740,28,1,48700
6377740,30,1,12600
6377740,2,0,NA
