SERIALNO,AGE,WRKLYR,INCTOT
6232073,84,2,11000
6232205,53,1,110000
6232205,46,1,24000
6232205,17,1,300
6232253,46,1,47100
6232253,43,1,21200
6232253,16,1,90
6232320,27,1,28000
6232320,26,2,0
6232320,4,0,NA
6232320,2,0,NA
6232320,0,0,NA
6232353,25,1,22000
6232353,22,1,5000
6232502,45,1,24000
6232629,58,1,32000
6232791,56,1,28910
6232791,19,1,15000
6232797,54,1,31100
6232797,52,1,27000
6232946,33,1,25000
6232946,11,0,NA
6232946,9,0,NA
6232946,38,1,37500
6233185,35,1,41200
6233185,35,1,41590
6233220,84,2,16700
6233220,80,2,8880
6233508,37,1,37000
6233508,38,1,17900
6233508,11,0,NA
6233508,8,0,NA
6233598,88,2,9620
6233687,88,1,25110
6233687,46,1,10130
6234014,43,1,26600
6234014,23,1,12000
6234014,16,1,5000
6234014,4,0,NA
6234076,40,1,55400
6234076,39,1,28000
6234076,11,0,NA
6234308,61,1,17000
6234308,56,1,10800
6234840,48,1,5000
6234840,51,1,48000
6234840,10,0,NA
6234840,10,0,NA
6234943,21,1,21000
6234943,0,0,NA
6234943,20,1,4300
6235063,43,1,238500
6235170,71,2,0
6235170,61,1,160000
6235239,50,1,34000
6235319,64,1,32000
6235450,60,1,60000
6235450,51,2,0
6235450,18,1,8000
6235502,16,2,0
6235520,21,1,13000
6235520,24,1,18300
6235646,20,1,4000
6235646,18,1,6000
6235866,46,1,34000
6235866,39,1,25000
6235909,82,2,10000
6235909,74,2,10300
6235968,85,1,21570
6235977,53,1,24100
6235977,58,1,4500
6236125,77,2,8900
6236125,52,1,12400
6236158,71,2,59000
6236580,35,1,54500
6236580,32,2,0
6236580,10,0,NA
6236580,8,0,NA
6236580,6,0,NA
6236787,48,1,51000
6236787,44,1,35000
6237014,50,1,40000
6237014,47,1,14000
6237014,19,1,8000
6237418,49,1,13400
6237502,49,1,30000
6237502,45,1,30000
6237502,19,1,5000
6237578,36,1,34650
6237578,13,0,NA
6237578,7,0,NA
6237578,13,0,NA
6237578,33,2,3100
6237583,17,2,0
6237583,25,1,27000
6237709,21,1,21990
6237845,69,1,39900
6237845,67,1,14500
6237890,53,1,15000
6237890,72,2,1400
6237943,52,1,82000
6237943,47,1,17800
6238029,38,1,35000
6238029,16,2,0
6238029,13,0,NA
6238079,72,2,3000
6238079,81,2,130000
6238200,26,1,29000
6238200,36,1,58000
6238200,24,1,20000
6238247,42,1,9400
6238247,50,1,20000
6238372,56,1,6000
6238372,82,1,34910
6238482,43,1,63000
6238482,42,1,30000
6238482,23,1,2500
6238622,46,1,78600
6238690,42,2,0
6238690,40,1,15000
6238690,12,0,NA
6238690,9,0,NA
6238694,33,1,11600
6238694,38,1,40000
6238694,17,1,7200
6238694,13,0,NA
6238789,65,1,40880
6238789,71,2,42000
6239304,32,1,14000
6239304,14,0,NA
6239323,27,1,2500
6239357,77,2,9600
6239545,26,1,18000
6239545,27,2,0
6239545,3,0,NA
6239545,1,0,NA
6239567,88,2,10500
6239567,46,1,14600
6239567,17,1,220
6239567,11,0,NA
6239567,6,0,NA
6239567,33,1,9700
6239572,28,1,4000
6239572,28,1,7600
6239572,8,0,NA
6239572,6,0,NA
6239627,79,2,150300
6239627,77,2,6800
6239746,39,1,34000
6239953,25,1,25000
6239965,48,1,40600
6239965,49,1,35100
6239965,23,1,9600
6240589,50,1,36000
6240695,62,1,35100
6240695,58,2,0
6240695,84,2,6240
6240771,51,1,98100
6240771,49,1,10000
6240771,13,0,NA
6240771,11,0,NA
6240835,64,2,6100
6240835,70,2,4900
6241223,20,1,7000
6241223,20,1,1200
6241516,68,2,10150
6241516,68,2,14900
6241635,23,1,42500
6241635,23,1,18300
6241635,2,0,NA
6241725,19,1,11000
6241726,60,1,22270
6241726,57,1,9100
6241997,48,1,38000
6241997,46,2,8000
6242175,41,1,86500
6242175,39,1,500
6242175,16,2,110
6242175,14,0,NA
6242275,65,1,130100
6242275,59,2,12100
6242460,54,1,27000
6242460,52,2,900
6242460,93,2,0
6242621,59,1,30000
6242871,76,2,2200
6242936,86,2,138400
6243188,78,2,11400
6243188,39,1,24240
6243347,28,1,16100
6243347,28,1,17400
6243694,30,1,26500
6243694,30,2,0
6243694,7,0,NA
6243694,14,0,NA
6243694,11,0,NA
6243707,26,1,22000
6243769,28,1,17000
6243769,28,1,28000
6243769,7,0,NA
6243769,38,1,15000
6243837,36,1,40000
6243837,37,1,40000
6244287,56,1,16410
6244287,38,1,30600
6244287,14,0,NA
6244474,42,1,18100
6244474,30,1,11500
6244579,40,1,14680
6244579,40,1,9010
6244579,18,1,4000
6244579,13,0,NA
6244585,49,1,19130
6244585,48,1,7200
6244768,36,1,33080
6244768,34,1,30000
6244920,82,1,14300
6244920,76,2,41200
6245294,64,1,35000
6245294,56,1,2000
6245498,60,1,20000
6245498,64,2,0
6245498,36,1,15600
6245498,32,2,0
6245498,31,1,20200
6245498,28,1,25800
6245498,26,1,11400
6245498,24,2,0
6245667,46,1,72000
6245667,46,1,39000
6245667,21,2,0
6245686,65,2,26300
6245689,75,2,32000
6245689,70,2,7800
6246251,60,2,9000
6246277,48,2,0
6246288,47,1,27000
6246288,20,1,11000
6246330,78,2,11100
6246712,55,2,13140
6246712,54,2,40
6246712,24,1,5100
6246844,77,2,23200
6246844,77,2,16600
6246932,59,2,0
6246932,57,2,400
6246960,48,2,7300
6246960,37,1,14900
6246960,12,0,NA
6246960,17,2,2000
6247056,65,1,47600
6247056,73,1,18300
6247142,29,1,28000
6247142,25,1,11000
6247142,4,0,NA
6247142,2,0,NA
6247171,60,1,20800
6247171,53,1,17000
6247171,77,2,16600
6247179,81,2,22400
6247291,37,1,34000
6247291,17,1,360
6247291,16,2,0
6247291,12,0,NA
6247546,41,1,65010
6247546,36,1,8100
6247546,11,0,NA
6247546,9,0,NA
6247688,74,2,40300
6247778,57,1,68000
6247778,48,1,7900
6247778,24,1,6300
6247778,19,1,540
6247806,57,1,80000
6247806,54,2,0
6247806,86,2,39000
6248010,32,2,0
6248010,35,1,105000
6248010,5,0,NA
6248010,2,0,NA
6248114,39,1,16000
6248114,17,2,0
6248114,15,0,0
6248759,63,2,35000
6248759,61,2,0
6248877,45,2,0
6248877,20,1,1700
6248877,17,2,0
6248877,16,2,0
6248877,12,0,NA
6249019,50,1,14100
6249019,24,1,12500
6249019,43,1,3000
6249072,46,1,40000
6249072,46,1,10000
6249321,58,1,13000
6249321,38,1,11200
6249321,16,2,0
6249635,23,1,2000
6249886,55,1,30250
6249886,54,1,14400
6249886,81,2,19200
6249947,38,1,37400
6250044,85,2,9300
6250044,81,2,3900
6250282,19,1,15000
6250282,20,1,20000
6250604,20,1,8300
6250629,25,1,55000
6250629,25,1,33000
6250740,48,1,45360
6250740,9,0,NA
6250893,64,1,34700
6250893,70,2,0
6250893,28,2,0
6251071,82,2,12700
6251071,75,2,4700
6251402,78,2,11800
6251451,52,2,26200
6251451,17,2,0
6251501,29,1,18000
6251501,4,0,NA
6251526,31,1,22000
6251526,31,2,0
6251526,7,0,NA
6251526,6,0,NA
6251529,74,2,18600
6251768,69,1,33000
6251768,65,2,1500
6251768,41,1,12000
6251768,9,0,NA
6251914,44,1,75500
6251914,40,1,20900
6251914,4,0,NA
6252079,62,1,47840
6252267,72,1,34900
6252267,70,2,5800
6252271,73,2,49900
6252271,62,2,9600
6252309,78,2,15200
6252309,73,1,7200
6252379,72,2,48300
6252379,74,2,9100
6252395,62,1,41000
6252395,54,2,0
6252529,48,1,34000
6252529,41,1,23000
6252529,20,1,1500
6252529,18,1,2200
6252588,64,2,20650
6252588,68,1,21700
6252783,17,2,0
6252783,39,1,11000
6252783,2,0,NA
6252783,13,0,NA
6252823,61,2,34600
6252845,37,1,11100
6252845,44,1,10000
6252845,18,1,1200
6252845,17,2,0
6252845,15,0,0
6252845,79,2,20400
6252845,75,1,19030
6252845,74,2,20400
6252845,84,2,10800
6252845,40,2,0
6252939,50,2,10800
6252973,24,1,19000
6252973,23,1,19000
6252973,23,2,340
6253134,29,1,8000
6253134,27,1,5000
6253327,69,2,25200
6253327,71,2,4800
6253363,70,2,8700
6253493,41,1,60000
6253493,41,1,1300
6253493,18,1,3000
6253493,16,1,3000
6253493,13,0,NA
6253493,7,0,NA
6253536,43,1,54190
6253536,41,1,7500
6253536,4,0,NA
6253536,62,2,28270
6253605,29,1,40000
6253605,21,1,8000
6253667,80,2,32400
6253754,40,1,14000
6253773,59,1,35610
6253773,58,1,33000
6253893,33,1,24000
6254337,93,2,28360
6254337,59,1,46000
6254337,55,1,21300
6254627,64,1,43100
6254627,77,2,22000
6254756,31,1,25000
6254756,14,0,NA
6254756,11,0,NA
6254772,93,2,7540
6254829,43,1,71300
6254829,35,2,0
6254829,20,1,2000
6254829,14,0,NA
6254829,13,0,NA
6254829,10,0,NA
6254829,8,0,NA
6254829,6,0,NA
6254829,3,0,NA
6254829,2,0,NA
6254871,73,2,16500
6254871,75,2,10500
6254881,63,1,8070
6254881,59,1,4800
6254894,38,1,36800
6254894,41,1,64000
6254894,8,0,NA
6254917,51,1,30800
6254966,47,1,67100
6254966,46,1,46130
6254966,20,1,3100
6254966,70,2,0
6255305,77,2,34100
6255305,73,2,5800
6255418,49,1,48400
6255579,39,1,22200
6255579,20,1,15000
6256547,47,1,37000
6256547,20,1,10900
6256547,15,0,0
6256547,15,0,8200
6256547,10,0,NA
6256615,31,1,40000
6256615,10,0,NA
6256615,4,0,NA
6256615,30,1,13000
6256695,68,1,153530
6256695,72,2,4900
6256718,78,2,20700
6256718,79,2,5300
6257012,57,1,46000
6257033,65,2,6200
6257077,56,1,140000
6257077,57,2,6000
6257131,23,1,12000
6257139,83,2,45900
6257589,33,1,19000
6257589,28,1,34800
6257710,48,1,237000
6257710,50,2,0
6257710,9,0,NA
6257710,6,0,NA
6257829,50,1,50000
6257829,51,1,33000
6257912,40,1,5000
6258212,57,1,51400
6259028,27,1,25000
6259365,63,2,11900
6259365,56,2,0
6259403,31,1,26000
6259403,24,1,20000
6259403,7,0,NA
6259403,5,0,NA
6259417,89,2,18500
6259742,73,2,19300
6259742,68,2,47500
6260072,43,1,39800
6260072,51,2,0
6260072,13,0,NA
6260072,12,0,NA
6260205,31,1,9000
6260217,26,1,20000
6260217,31,1,20000
6260289,22,1,13100
6260289,24,1,23000
6260526,25,1,11500
6260526,25,2,0
6260526,3,0,NA
6260526,0,0,NA
6261021,38,1,46000
6261025,55,1,98000
6261025,57,1,33000
6261025,31,1,15600
6261185,82,2,8400
6261193,48,1,24300
6261193,30,1,7800
6261372,38,1,28000
6261372,34,1,68000
6261372,1,0,NA
6261372,3,0,NA
6261661,19,1,12000
6261661,20,1,10000
6261826,22,1,35000
6261885,46,1,17000
6261885,18,1,5000
6262027,83,2,6000
6262279,43,1,41524
6262279,36,2,0
6262279,4,0,NA
6262279,3,0,NA
6262586,42,1,10000
6262716,46,1,70500
6262716,46,1,50000
6262716,12,0,NA
6262717,51,1,21000
6262717,8,0,NA
6262717,45,1,36000
6262856,30,2,0
6262860,36,1,37800
6262860,31,1,14500
6262860,3,0,NA
6262860,1,0,NA
6262911,47,1,47000
6262911,51,1,37000
6262917,47,1,20000
6262939,64,1,62280
6263160,36,1,17700
6263160,37,1,66000
6263160,2,0,NA
6263195,81,2,38200
6263604,45,2,0
6263941,87,2,10000
6264020,38,1,45800
6264020,35,1,11150
6264020,4,0,NA
6264020,0,0,NA
6264041,31,1,32000
6264041,28,1,29300
6264041,2,0,NA
6264041,8,0,NA
6264599,69,1,19510
6264599,66,1,8000
6264606,56,1,74000
6264606,50,1,27000
6264606,20,1,7000
6264840,46,2,21600
6264840,17,2,0
6264922,70,2,2100
6264922,67,2,0
6265194,20,1,8000
6265194,19,1,8900
6265194,19,1,7000
6265393,60,1,38550
6265393,57,1,11500
6265393,27,1,45000
6265498,46,2,7200
6265498,51,1,13000
6265498,17,2,2300
6265498,16,2,2100
6265648,45,1,48000
6265648,41,2,0
6265648,14,0,NA
6265648,12,0,NA
6265648,7,0,NA
6265840,65,2,48400
6265840,57,2,12700
6266109,43,1,24000
6266237,76,2,25700
6266237,71,2,21500
6266383,38,1,50000
6266383,40,1,22840
6266383,15,0,0
6266383,12,0,NA
6266383,10,0,NA
6266383,17,2,0
6266390,41,1,3320
6266626,71,1,13980
6266626,71,2,0
6266632,72,2,51400
6266632,69,2,32700
6266706,24,1,5000
6267025,62,1,25600
6267025,40,1,32100
6267042,88,2,8600
6267042,72,1,13300
6267817,72,1,31290
6267858,27,1,33650
6267858,29,1,42700
6268126,58,1,68500
6268126,55,1,23600
6268210,37,1,31000
6268210,36,2,0
6268210,9,0,NA
6268210,7,0,NA
6268210,5,0,NA
6268210,17,2,0
6268359,65,2,24900
6268380,68,1,137700
6268380,66,2,8200
6268456,37,1,56010
6268456,33,2,0
6268456,6,0,NA
6268456,5,0,NA
6268512,24,1,27000
6268512,22,1,8000
6268512,3,0,NA
6268512,2,0,NA
6268584,28,1,12000
6268584,5,0,NA
6268584,25,1,18000
6268701,51,1,236000
6268701,58,1,1e+05
6268701,13,0,NA
6268701,13,0,NA
6268723,53,1,90000
6268724,75,2,29600
6268724,67,1,15940
6268724,17,2,0
6268832,72,2,9300
6268832,78,2,14900
6268885,40,1,36200
6269097,43,1,79000
6269097,49,1,51000
6269097,13,0,NA
6269127,79,1,25510
6269127,74,2,5600
6269216,52,1,20000
6269216,43,1,20000
6269534,48,1,40280
6269534,48,1,30000
6269690,50,2,34500
6269690,49,1,27200
6269876,84,1,10100
6269880,21,2,24000
6269985,43,1,39000
6269985,41,1,9000
6269985,21,1,11700
6269985,17,1,2500
6269985,18,2,0
6270048,34,1,5900
6270048,36,2,0
6270048,16,2,0
6270048,10,0,NA
6270048,8,0,NA
6270095,50,1,50000
6270095,47,1,5600
6270095,17,1,2000
6270159,47,1,290000
6270159,46,1,13100
6270159,15,0,0
6270208,59,2,9800
6270508,42,1,161000
6270508,45,2,0
6270508,11,0,NA
6270508,10,0,NA
6270520,49,1,35500
6270752,36,1,3600
6270752,15,0,0
6270752,6,0,NA
6270752,3,0,NA
6270935,43,1,79800
6270935,44,1,800
6270935,16,2,260
6270935,10,0,NA
6271194,38,1,27000
6271194,34,2,0
6271233,65,2,45900
6271233,72,2,0
6271388,20,2,0
6271388,20,2,0
6271560,25,1,2000
6271560,48,1,4100
6271560,23,1,5000
6271770,71,2,18900
6271850,51,1,8000
6271850,49,1,17200
6271941,43,1,34520
6271941,47,1,7500
6271941,15,0,630
6271991,39,1,26590
6271991,46,1,19300
6271991,43,1,20500
6272065,59,1,24400
6272181,47,1,8900
6272181,46,1,52000
6272181,23,1,6000
6272379,65,2,38150
6272392,49,1,15800
6272392,18,2,0
6272632,33,1,51000
6272632,32,1,11060
6272632,3,0,NA
6272632,1,0,NA
6272729,59,1,53000
6272729,21,1,4000
6272747,39,1,53800
6272747,41,1,32400
6272747,13,0,NA
6272747,15,0,1400
6272810,34,1,40000
6272810,33,1,25000
6272859,66,1,23200
6272859,58,1,11000
6273051,26,1,40000
6273051,24,2,0
6273051,2,0,NA
6273051,1,0,NA
6273061,77,2,14500
6273107,83,2,48300
6273107,70,2,31000
6273192,47,1,43500
6273337,53,1,60000
6273337,21,1,6000
6273337,82,2,19400
6273337,20,1,7000
6273760,25,1,25000
6273760,21,1,1000
6273825,48,1,50000
6273825,51,1,50000
6274136,58,1,11000
6274136,88,2,3600
6274297,19,1,15000
6274334,47,1,110000
6274334,47,1,52500
6274342,77,1,104700
6274342,75,2,0
6274685,33,1,20000
6274836,44,1,78700
6274836,47,1,2700
6274836,15,0,30
6274836,12,0,NA
6274836,11,0,NA
6275596,47,1,9130
6275659,93,2,33600
6275659,87,2,8400
6275659,68,2,2800
6275693,65,2,115300
6275693,62,2,5200
6275930,47,1,42500
6275930,50,1,24000
6276399,52,1,42000
6276399,52,1,3000
6276399,20,1,15000
6276399,12,0,NA
6276421,27,1,21700
6276421,26,1,9600
6276476,35,1,35050
6276476,39,1,5500
6276476,8,0,NA
6276535,50,1,27250
6276535,56,1,55100
6276561,53,1,135000
6276561,46,1,12200
6276684,74,1,31500
6276709,65,1,41700
6276728,34,1,32000
6276728,36,1,33000
6276728,16,1,600
6276728,14,0,NA
6276728,9,0,NA
6276728,7,0,NA
6276806,77,2,16200
6276895,30,1,62500
6277045,80,2,48000
6277045,55,1,12600
6277045,57,1,41000
6277175,63,1,16800
6277175,63,2,0
6277191,31,1,10250
6277191,16,2,0
6277195,34,1,30000
6277195,42,1,40000
6277195,8,0,NA
6277195,6,0,NA
6277266,68,2,13700
6277266,67,2,5300
6277614,37,1,58400
6277614,36,1,26000
6277614,10,0,NA
6277614,8,0,NA
6277669,51,1,36500
6277669,45,1,12200
6277669,21,1,10000
6277669,18,1,4800
6277669,16,2,0
6278040,37,1,10200
6278084,22,1,2000
6278084,24,1,4000
6278085,42,1,59000
6278085,30,2,0
6278085,2,0,NA
6278085,13,0,NA
6278096,46,1,6000
6278208,20,1,9500
6278394,23,1,16000
6278394,25,1,2000
6278394,9,0,NA
6278394,8,0,NA
6278394,4,0,NA
6278394,2,0,NA
6278487,40,1,41000
6278487,12,0,NA
6278487,35,1,46000
6278487,12,0,NA
6278634,45,1,22000
6278634,43,1,51200
6278637,35,1,15000
6278661,37,1,11000
6278661,18,1,2100
6278661,15,0,0
6278661,1,0,NA
6278689,37,1,35000
6278689,30,1,15000
6278689,8,0,NA
6278689,5,0,NA
6278705,32,1,7100
6278705,21,1,11000
6278738,29,1,5500
6278738,29,1,13000
6279296,86,2,13000
6279570,18,1,4500
6279572,49,1,78000
6279572,50,1,25000
6279572,19,2,0
6279572,17,2,0
6279588,60,2,11200
6279588,44,1,5600
6279588,19,2,5700
6279588,18,1,250
6279588,9,0,NA
6279599,35,1,50000
6279599,36,1,18000
6279599,8,0,NA
6279599,5,0,NA
6279674,37,1,49000
6279674,37,1,25000
6279674,14,0,NA
6279674,11,0,NA
6279745,65,1,19000
6279745,69,1,21600
6279908,18,2,4200
6279908,22,1,3900
6279908,4,0,NA
6279908,2,0,NA
6279908,0,0,NA
6279908,20,1,5500
6279908,35,1,5000
6279908,34,2,0
6279908,17,1,10000
6279942,47,1,61900
6279942,47,1,23304
6279942,16,1,290
6279942,10,0,NA
6280056,21,1,19000
6280056,24,2,6000
6280120,52,1,43100
6280120,56,1,13000
6280120,9,0,NA
6280232,27,1,21010
6280440,62,2,6000
6280440,62,2,0
6280573,29,1,16000
6280573,22,1,19000
6280637,38,2,6000
6280842,32,1,25000
6280842,31,1,17000
6280885,43,1,41000
6280885,15,0,0
6280885,12,0,NA
6280885,10,0,NA
6280885,39,1,26700
6280976,81,2,20500
6281051,71,1,10100
6281051,65,2,10400
6281060,86,2,7000
6281382,76,2,29700
6281382,74,2,7500
6282037,22,1,15600
6282071,34,1,115000
6282071,34,1,92000
6282071,3,0,NA
6282249,51,1,38080
6282249,48,1,8580
6282280,38,1,5700
6282280,33,1,58800
6282280,0,0,NA
6282280,8,0,NA
6282280,8,0,NA
6282417,60,1,68000
6282417,56,1,6640
6282453,28,1,24000
6282453,30,1,26000
6282522,40,1,20000
6282522,40,1,40000
6282522,18,1,8000
6282571,47,1,110000
6282571,46,1,50000
6282571,19,1,3000
6282621,53,1,1800
6282621,57,2,37000
6282811,31,1,49200
6282834,64,2,15200
6282834,65,2,13800
6282976,59,1,56400
6282976,67,2,6000
6283109,42,2,3000
6283128,76,2,4000
6283128,78,2,20300
6283145,48,1,38000
6283145,51,1,37200
6283199,58,1,52000
6283199,57,2,0
6283235,46,2,6000
6283282,27,1,24100
6283282,28,1,20000
6283427,53,1,8000
6283568,52,1,142000
6283568,49,2,4400
6283577,23,1,1000
6283577,29,1,33600
6283577,4,0,NA
6283577,0,0,NA
6283577,23,1,8600
6283670,52,1,50100
6283810,31,1,35200
6283810,47,1,8400
6283824,29,1,64000
6283853,64,1,21000
6283980,43,1,80100
6284061,26,1,55000
6284109,86,2,25000
6284188,17,1,6500
6284317,34,1,17000
6284363,31,1,40000
6284363,25,1,1830
6284363,4,0,NA
6284363,1,0,NA
6284525,44,1,56000
6284525,34,1,37000
6284525,17,1,1500
6284674,77,2,7900
6284674,35,2,6100
6284818,30,1,25330
6284818,23,2,0
6285026,38,1,7550
6285151,80,2,1900
6285151,31,1,1400
6285359,53,1,26000
6285374,59,2,3500
6285402,21,1,4550
6285572,30,1,25000
6285572,34,1,50000
6285655,31,1,22300
6285655,15,0,0
6285655,11,0,NA
6285655,8,0,NA
6285854,44,1,28600
6285910,45,1,36000
6285910,43,1,40000
6285910,20,1,23000
6285910,39,1,90000
6285937,60,2,4900
6286022,52,1,1600
6286087,51,1,10900
6286087,13,0,NA
6286353,84,2,13000
6286353,84,2,5500
6286506,24,1,2104
6286555,64,1,20410
6286662,29,1,30000
6286847,36,1,50000
6286847,27,1,4800
6286847,5,0,NA
6286847,4,0,NA
6286847,1,0,NA
6286892,60,1,15800
6286892,24,1,10300
6286892,22,1,8700
6286892,0,0,NA
6287090,21,1,2504
6287258,85,1,14800
6287258,76,2,27500
6287303,60,2,13100
6287303,59,1,4600
6287362,44,1,54920
6287362,17,1,2510
6287569,78,2,2400
6287631,59,1,78300
6287631,58,1,52000
6287834,71,2,69800
6287834,83,2,19500
6287930,41,1,35800
6287930,1,0,NA
6287930,38,1,32900
6287939,71,2,44920
6287939,61,1,36600
6287939,19,2,0
6288093,43,2,6000
6288099,31,1,30000
6288115,55,1,70400
6288213,32,1,30000
6288657,58,1,10100
6288706,24,1,30000
6288706,6,0,NA
6288706,21,1,18000
6288706,31,1,13300
6288826,69,2,45600
6288826,71,2,12000
6288883,53,1,57000
6288883,53,1,26000
6288883,26,1,10400
6288883,0,0,NA
6288883,29,1,23500
6289065,51,1,72100
6289065,50,1,24000
6289330,43,1,84500
6289330,43,1,31100
6289330,16,2,0
6289330,11,0,NA
6289621,55,2,11930
6289621,79,2,14100
6289621,17,2,0
6289621,44,1,650
6289635,41,1,52000
6289635,41,1,24000
6289695,31,1,70000
6289695,30,1,1100
6289695,8,0,NA
6289695,7,0,NA
6289707,25,1,30000
6289707,23,1,10000
6290037,60,1,57040
6290037,57,1,26900
6290089,54,1,19000
6290089,53,1,19120
6290089,27,1,38900
6290139,47,1,40930
6290139,42,1,48980
6290139,17,1,2500
6290139,14,0,NA
6290290,61,2,6200
6290343,78,2,13400
6290343,68,2,4300
6290346,53,1,15000
6290346,49,1,92000
6290348,36,1,42000
6290348,35,1,8400
6290348,10,0,NA
6290348,9,0,NA
6290645,72,2,51900
6291162,56,1,24120
6291162,52,1,22700
6291430,27,1,27000
6291430,9,0,NA
6291430,6,0,NA
6291542,31,1,75000
6291542,31,1,11000
6291542,10,0,NA
6291542,8,0,NA
6291591,69,2,130400
6291591,80,2,26200
6291773,17,1,1000
6292199,60,2,0
6292199,56,2,0
6292346,69,1,20900
6292346,72,1,69100
6292367,31,1,29440
6292367,28,1,14300
6292367,9,0,NA
6292367,7,0,NA
6292367,3,0,NA
6292367,8,0,NA
6292993,50,2,15600
6293027,81,2,64100
6293056,58,1,28450
6293148,34,1,34000
6293148,42,1,67000
6293148,3,0,NA
6293170,37,1,19200
6293170,41,2,9400
6293170,4,0,NA
6293193,39,1,40000
6293193,12,0,NA
6293193,7,0,NA
6293231,48,1,10220
6293266,53,1,24000
6293266,53,1,22000
6293266,26,1,34000
6293266,17,1,800
6293281,30,1,27400
6293281,6,0,NA
6293428,66,2,36200
6293428,43,1,10700
6293548,80,2,56500
6293548,73,2,12000
6293597,65,1,9000
6293597,63,1,9000
6293647,41,1,74000
6293647,83,2,130000
6293766,35,1,42000
6293766,38,2,0
6293766,19,2,0
6293766,5,0,NA
6294095,49,1,30400
6294095,36,1,27800
6294110,70,2,34800
6294110,60,2,0
6294319,29,1,26900
6294319,30,1,20700
6294319,6,0,NA
6294891,44,1,16000
6294891,17,2,0
6294965,72,2,9000
6295087,65,2,35100
6295087,56,2,0
6295246,84,2,14100
6295273,66,1,44900
6295273,67,2,5200
6295273,41,1,36500
6295273,25,1,12000
6295273,16,2,0
6295273,9,0,NA
6295273,38,2,0
6295396,41,1,70000
6295396,41,1,33000
6295396,14,0,NA
6295396,12,0,NA
6295396,11,0,NA
6295396,10,0,NA
6295396,8,0,NA
6295396,6,0,NA
6295435,33,2,0
6295435,35,1,138000
6295435,4,0,NA
6295435,1,0,NA
6295828,43,1,304600
6295828,41,2,0
6295828,5,0,NA
6295828,15,0,0
6295913,24,1,10700
6295913,4,0,NA
6295913,3,0,NA
6296159,49,1,30200
6296159,52,2,6000
6296159,37,1,12000
6296439,24,1,10700
6296439,23,1,1500
6296439,1,0,NA
6296520,37,1,900
6296520,6,0,NA
6296520,2,0,NA
6296828,56,2,21000
6296828,55,2,9500
6296828,21,1,5400
6297053,56,1,61000
6297053,52,2,0
6297295,50,1,96000
6297295,49,1,19000
6297436,35,1,40000
6297436,38,1,50000
6297436,14,0,NA
6297436,8,0,NA
6297436,6,0,NA
6297749,71,2,15600
6297750,70,2,20800
6297817,42,1,17500
6297817,42,1,54000
6297817,16,2,0
6298274,80,2,16700
6298274,74,2,4200
6298347,62,2,17600
6298557,29,1,50000
6298557,28,1,24000
6298557,1,0,NA
6299090,30,1,20800
6299279,47,1,40000
6299753,47,1,68210
6299753,46,2,0
6299788,84,2,22800
6299858,55,1,42000
6299858,54,1,30000
6299858,24,1,3000
6299869,35,1,27000
6300263,76,2,63600
6300263,80,2,14700
6300558,37,1,90000
6300558,29,1,36000
6300674,78,2,41700
6300974,73,2,16000
6300974,69,2,0
6301359,79,2,9500
6302057,77,1,20000
6302057,71,2,0
6302242,42,1,63100
6302242,38,1,20000
6302607,47,1,35000
6302607,44,1,39000
6302607,20,1,8000
6302607,20,1,8000
6302683,72,2,7730
6302777,38,1,30000
6302777,16,2,0
6302777,14,0,NA
6302777,11,0,NA
6302802,77,2,8100
6302912,40,1,26000
6302912,33,2,0
6302912,10,0,NA
6302912,5,0,NA
6302912,1,0,NA
6302919,27,1,17300
6302919,6,0,NA
6302919,4,0,NA
6302919,1,0,NA
6302919,24,2,0
6302980,30,1,14600
6303035,60,1,59800
6303035,61,1,44200
6303035,29,1,26200
6303076,56,1,11200
6303076,59,2,12450
6303455,42,1,15000
6303455,32,1,74000
6303455,8,0,NA
6303455,7,0,NA
6303455,5,0,NA
6303846,42,1,67000
6303846,43,1,37000
6303846,19,1,1500
6303846,17,2,0
6303852,37,1,40000
6303852,21,1,10000
6303944,56,1,82000
6303944,57,2,0
6304344,34,1,40000
6304344,34,1,25100
6304344,16,2,0
6304344,12,0,NA
6304344,11,0,NA
6304537,83,2,43500
6304537,71,2,0
6304763,21,1,8000
6304763,23,1,1500
6304763,23,1,2000
6304763,20,1,1000
6304763,18,1,1200
6304767,27,1,11000
6304826,85,2,10100
6304934,19,1,7000
6305140,49,1,49800
6305140,46,1,35800
6305140,17,2,0
6305285,41,1,46500
6305285,48,2,20100
6305533,66,2,4400
6305533,40,1,1200
6305717,61,2,20900
6305717,41,1,4900
6305779,51,1,48100
6305936,53,1,44000
6305936,42,2,5800
6305961,67,2,36000
6305961,64,2,0
6305961,93,2,19000
6305961,93,2,7800
6306048,50,1,31000
6306048,44,2,7700
6306116,85,2,11490
6306208,36,1,105000
6306293,46,1,47340
6306293,41,1,4600
6306293,8,0,NA
6306310,54,1,30000
6306310,18,1,12000
6306310,16,2,0
6306310,14,0,NA
6306512,78,2,5800
6306523,73,2,10160
6306523,58,2,6020
6306542,26,1,15000
6306542,26,1,15000
6306587,27,1,20000
6306587,23,1,34280
6306587,86,2,6000
6306944,41,1,26600
6306944,9,0,NA
6306944,4,0,NA
6306944,14,0,NA
6307036,93,2,154100
6307066,28,2,0
6307066,27,1,47100
